instance_folder,noise_factor,method,time_limit,feasibility,obj,time_offline,time_online,start_times,real_durations
j10,1,stnu,600,True,48,0.40784335136413574,0.003989219665527344,[0, 0, 0, 0, 8, 11, 12, 16, 16, 17, 12, 0, 0, 21],[0, 1, 8, 10, 3, 1, 4, 1, 4, 4, 6, 79, 48, 0]
