instance_folder,instance_id,noise_factor,method,time_limit,feasibility,obj,time_offline,time_online,start_times,real_durations,mode,estimated_durations,estimated_start_times,obj_pi,time_limit_rescheduling,time_limit_cp_stnu,can_build_stnu,dc
j10,1,0.5,proactive_quantile_0.9,600.0,True,26.0,0.030008792877197266,0.0,"[0, 2, 0, 0, 0, 7, 20, 10, 24, 11, 4, 26]","[0, 2, 9, 2, 2, 2, 3, 8, 1, 5, 1, 0]",quantile_0.9,"[0, 2, 10, 2, 2, 2, 5, 10, 1, 6, 0, 0]","[0, 2, 0, 0, 0, 7, 20, 10, 24, 11, 4, 26]",26.0,,,,
j10,1,0.5,proactive_quantile_0.9,600.0,True,26.0,0.030008792877197266,0.0,"[0, 2, 0, 0, 0, 7, 20, 10, 24, 11, 4, 26]","[0, 2, 9, 2, 2, 2, 3, 8, 1, 5, 1, 0]",quantile_0.9,"[0, 2, 10, 2, 2, 2, 5, 10, 1, 6, 0, 0]","[0, 2, 0, 0, 0, 7, 20, 10, 24, 11, 4, 26]",26.0,,,,
j10,1,0.5,proactive_quantile_0.9,600.0,True,26.0,0.030008792877197266,0.0,"[0, 2, 0, 0, 0, 7, 20, 10, 24, 11, 4, 26]","[0, 2, 8, 2, 2, 2, 4, 8, 1, 6, 1, 0]",quantile_0.9,"[0, 2, 10, 2, 2, 2, 5, 10, 1, 6, 0, 0]","[0, 2, 0, 0, 0, 7, 20, 10, 24, 11, 4, 26]",26.0,,,,
j10,1,0.5,proactive_quantile_0.9,600.0,True,26.0,0.030008792877197266,0.0,"[0, 2, 0, 0, 0, 7, 20, 10, 24, 11, 4, 26]","[0, 2, 9, 2, 2, 2, 5, 8, 1, 6, 1, 0]",quantile_0.9,"[0, 2, 10, 2, 2, 2, 5, 10, 1, 6, 0, 0]","[0, 2, 0, 0, 0, 7, 20, 10, 24, 11, 4, 26]",26.0,,,,
j10,1,0.5,proactive_quantile_0.9,600.0,True,26.0,0.030008792877197266,0.0,"[0, 2, 0, 0, 0, 7, 20, 10, 24, 11, 4, 26]","[0, 2, 9, 2, 2, 2, 5, 8, 1, 4, 1, 0]",quantile_0.9,"[0, 2, 10, 2, 2, 2, 5, 10, 1, 6, 0, 0]","[0, 2, 0, 0, 0, 7, 20, 10, 24, 11, 4, 26]",26.0,,,,
j10,1,0.5,proactive_quantile_0.9,600.0,True,26.0,0.030008792877197266,0.0,"[0, 2, 0, 0, 0, 7, 20, 10, 24, 11, 4, 26]","[0, 2, 10, 2, 2, 2, 3, 9, 1, 6, 1, 0]",quantile_0.9,"[0, 2, 10, 2, 2, 2, 5, 10, 1, 6, 0, 0]","[0, 2, 0, 0, 0, 7, 20, 10, 24, 11, 4, 26]",26.0,,,,
j10,1,0.5,proactive_quantile_0.9,600.0,True,26.0,0.030008792877197266,0.0,"[0, 2, 0, 0, 0, 7, 20, 10, 24, 11, 4, 26]","[0, 2, 10, 2, 2, 2, 3, 9, 1, 5, 1, 0]",quantile_0.9,"[0, 2, 10, 2, 2, 2, 5, 10, 1, 6, 0, 0]","[0, 2, 0, 0, 0, 7, 20, 10, 24, 11, 4, 26]",26.0,,,,
j10,1,0.5,proactive_quantile_0.9,600.0,True,26.0,0.030008792877197266,0.0,"[0, 2, 0, 0, 0, 7, 20, 10, 24, 11, 4, 26]","[0, 2, 10, 2, 2, 2, 3, 10, 1, 5, 1, 0]",quantile_0.9,"[0, 2, 10, 2, 2, 2, 5, 10, 1, 6, 0, 0]","[0, 2, 0, 0, 0, 7, 20, 10, 24, 11, 4, 26]",26.0,,,,
j10,1,0.5,proactive_quantile_0.9,600.0,True,26.0,0.030008792877197266,0.0,"[0, 2, 0, 0, 0, 7, 20, 10, 24, 11, 4, 26]","[0, 2, 9, 2, 2, 2, 4, 9, 1, 6, 1, 0]",quantile_0.9,"[0, 2, 10, 2, 2, 2, 5, 10, 1, 6, 0, 0]","[0, 2, 0, 0, 0, 7, 20, 10, 24, 11, 4, 26]",26.0,,,,
j10,1,0.5,proactive_quantile_0.9,600.0,True,26.0,0.030008792877197266,0.0,"[0, 2, 0, 0, 0, 7, 20, 10, 24, 11, 4, 26]","[0, 2, 9, 2, 2, 2, 4, 8, 1, 4, 1, 0]",quantile_0.9,"[0, 2, 10, 2, 2, 2, 5, 10, 1, 6, 0, 0]","[0, 2, 0, 0, 0, 7, 20, 10, 24, 11, 4, 26]",26.0,,,,
j10,1,0.5,reactive,600.0,True,26.0,0.030008792877197266,0.1240088939666748,"[0, 2, 0, 0, 0, 7, 18, 10, 24, 11, 4, 26]","[0, 2, 9, 2, 2, 2, 3, 8, 1, 5, 1, 0]",quantile_0.9,"[0, 2, 9, 2, 2, 2, 3, 8, 1, 5, 1, 0]","[0, 2, 0, 0, 0, 7, 20, 10, 24, 11, 4, 26]",26.0,2.0,,,
j10,1,0.5,reactive,600.0,True,26.0,0.030008792877197266,0.12299251556396484,"[0, 2, 0, 0, 0, 7, 18, 10, 24, 11, 4, 26]","[0, 2, 9, 2, 2, 2, 3, 8, 1, 5, 1, 0]",quantile_0.9,"[0, 2, 9, 2, 2, 2, 3, 8, 1, 5, 1, 0]","[0, 2, 0, 0, 0, 7, 20, 10, 24, 11, 4, 26]",26.0,2.0,,,
j10,1,0.5,reactive,600.0,True,26.0,0.030008792877197266,0.0970003604888916,"[0, 2, 0, 0, 0, 7, 18, 10, 24, 11, 4, 26]","[0, 2, 8, 2, 2, 2, 4, 8, 1, 6, 1, 0]",quantile_0.9,"[0, 2, 8, 2, 2, 2, 4, 8, 1, 6, 1, 0]","[0, 2, 0, 0, 0, 7, 20, 10, 24, 11, 4, 26]",26.0,2.0,,,
j10,1,0.5,reactive,600.0,True,26.0,0.030008792877197266,0.07300496101379395,"[0, 2, 0, 0, 0, 7, 20, 10, 24, 11, 4, 26]","[0, 2, 9, 2, 2, 2, 5, 8, 1, 6, 1, 0]",quantile_0.9,"[0, 2, 9, 2, 2, 2, 5, 8, 1, 6, 1, 0]","[0, 2, 0, 0, 0, 7, 20, 10, 24, 11, 4, 26]",26.0,2.0,,,
j10,1,0.5,reactive,600.0,True,26.0,0.030008792877197266,0.09999513626098633,"[0, 2, 0, 0, 0, 7, 18, 10, 24, 11, 4, 26]","[0, 2, 9, 2, 2, 2, 5, 8, 1, 4, 1, 0]",quantile_0.9,"[0, 2, 9, 2, 2, 2, 5, 8, 1, 4, 1, 0]","[0, 2, 0, 0, 0, 7, 20, 10, 24, 11, 4, 26]",26.0,2.0,,,
j10,1,0.5,reactive,600.0,True,26.0,0.030008792877197266,0.07799720764160156,"[0, 2, 0, 0, 0, 7, 20, 10, 24, 11, 4, 26]","[0, 2, 10, 2, 2, 2, 3, 9, 1, 6, 1, 0]",quantile_0.9,"[0, 2, 10, 2, 2, 2, 3, 9, 1, 6, 1, 0]","[0, 2, 0, 0, 0, 7, 20, 10, 24, 11, 4, 26]",26.0,2.0,,,
j10,1,0.5,reactive,600.0,True,26.0,0.030008792877197266,0.1009986400604248,"[0, 2, 0, 0, 0, 7, 20, 10, 24, 11, 4, 26]","[0, 2, 10, 2, 2, 2, 3, 9, 1, 5, 1, 0]",quantile_0.9,"[0, 2, 10, 2, 2, 2, 3, 9, 1, 5, 1, 0]","[0, 2, 0, 0, 0, 7, 20, 10, 24, 11, 4, 26]",26.0,2.0,,,
j10,1,0.5,reactive,600.0,True,26.0,0.030008792877197266,0.08000588417053223,"[0, 2, 0, 0, 0, 7, 20, 10, 24, 11, 4, 26]","[0, 2, 10, 2, 2, 2, 3, 10, 1, 5, 1, 0]",quantile_0.9,"[0, 2, 10, 2, 2, 2, 3, 10, 1, 5, 1, 0]","[0, 2, 0, 0, 0, 7, 20, 10, 24, 11, 4, 26]",26.0,2.0,,,
