,instance_folder,instance_id,noise_factor,sample,sample_durations,time_limit,obj_gap,obj_value,solve_time,solver_status
206,j10,21,2,6,"[0, 7, 10, 4, 5, 4, 6, 12, 4, 1, 1, 0]",60,0.0,40.0,0.006,Optimal
207,j10,21,2,7,"[0, 3, 11, 8, 2, 4, 5, 13, 1, 1, 8, 0]",60,0.0,49.0,0.007,Optimal
208,j10,21,2,8,"[0, 8, 2, 2, 4, 1, 1, 9, 5, 3, 6, 0]",60,0.0,30.0,0.006,Optimal
209,j10,21,2,9,"[0, 8, 9, 4, 5, 4, 5, 7, 8, 5, 1, 0]",60,0.0,41.0,0.007,Optimal
210,j10,22,2,0,"[0, 2, 2, 9, 11, 2, 2, 1, 1, 3, 8, 0]",60,0.0,36.0,0.007,Optimal
211,j10,22,2,1,"[0, 2, 1, 7, 11, 3, 1, 3, 6, 4, 5, 0]",60,0.0,39.0,0.018,Optimal
212,j10,22,2,2,"[0, 1, 1, 3, 6, 2, 2, 3, 1, 8, 8, 0]",60,0.0,31.0,0.008,Optimal
213,j10,22,2,3,"[0, 2, 1, 10, 3, 1, 1, 2, 1, 10, 4, 0]",60,0.0,34.0,0.006,Optimal
214,j10,22,2,4,"[0, 3, 2, 9, 9, 3, 2, 2, 2, 5, 5, 0]",60,0.0,35.0,0.007,Optimal
215,j10,22,2,5,"[0, 1, 2, 11, 6, 1, 2, 2, 3, 2, 5, 0]",60,0.0,36.0,0.007,Optimal
216,j10,22,2,6,"[0, 2, 2, 3, 9, 3, 2, 1, 7, 11, 4, 0]",60,0.0,29.0,0.005,Optimal
217,j10,22,2,7,"[0, 3, 2, 5, 7, 2, 2, 3, 1, 2, 3, 0]",60,0.0,29.0,0.007,Optimal
218,j10,22,2,8,"[0, 3, 2, 8, 11, 1, 1, 3, 7, 2, 9, 0]",60,0.0,43.0,0.008,Optimal
219,j10,22,2,9,"[0, 2, 2, 4, 2, 1, 2, 2, 7, 6, 6, 0]",60,0.0,29.0,0.005,Optimal
220,j10,23,2,0,"[0, 6, 1, 11, 10, 4, 8, 1, 1, 2, 9, 0]",60,0.0,34.0,0.006,Optimal
221,j10,23,2,1,"[0, 7, 2, 5, 5, 3, 7, 3, 5, 8, 9, 0]",60,0.0,34.0,0.006,Optimal
222,j10,23,2,2,"[0, 10, 2, 10, 1, 2, 12, 8, 8, 7, 11, 0]",60,0.0,37.0,0.006,Optimal
223,j10,23,2,3,"[0, 2, 1, 15, 2, 1, 11, 4, 8, 9, 9, 0]",60,0.0,37.0,0.007,Optimal
224,j10,23,2,4,"[0, 4, 3, 8, 2, 2, 6, 5, 1, 2, 12, 0]",60,0.0,34.0,0.006,Optimal
225,j10,23,2,5,"[0, 5, 1, 6, 10, 3, 3, 5, 2, 3, 9, 0]",60,0.0,34.0,0.006,Optimal
226,j10,23,2,6,"[0, 8, 3, 12, 9, 2, 6, 8, 7, 8, 6, 0]",60,,,60.004,Unknown
227,j10,23,2,7,"[0, 6, 2, 6, 7, 1, 3, 3, 3, 8, 9, 0]",60,0.0,34.0,0.008,Optimal
228,j10,23,2,8,"[0, 10, 1, 13, 1, 1, 10, 8, 2, 2, 5, 0]",60,0.0,34.0,0.005,Optimal
229,j10,23,2,9,"[0, 1, 1, 9, 5, 3, 14, 6, 4, 8, 10, 0]",60,0.0,34.0,0.006,Optimal
230,j10,24,2,0,"[0, 2, 4, 1, 9, 12, 2, 2, 1, 2, 3, 0]",60,0.0,33.0,0.005,Optimal
231,j10,24,2,1,"[0, 1, 5, 1, 3, 7, 3, 2, 1, 6, 12, 0]",60,0.0,37.0,0.005,Optimal
232,j10,24,2,2,"[0, 1, 3, 1, 8, 10, 2, 2, 2, 2, 8, 0]",60,0.0,33.0,0.006,Optimal
233,j10,24,2,3,"[0, 2, 2, 2, 8, 9, 2, 2, 1, 3, 10, 0]",60,0.0,35.0,0.006,Optimal
234,j10,24,2,4,"[0, 1, 4, 2, 9, 10, 3, 2, 2, 11, 5, 0]",60,0.0,33.0,0.006,Optimal
235,j10,24,2,5,"[0, 1, 1, 2, 5, 3, 2, 2, 2, 4, 2, 0]",60,0.0,33.0,0.006,Optimal
236,j10,24,2,6,"[0, 1, 2, 2, 3, 10, 3, 2, 1, 8, 11, 0]",60,0.0,36.0,0.006,Optimal
237,j10,24,2,7,"[0, 3, 5, 2, 6, 12, 3, 1, 1, 4, 12, 0]",60,0.0,37.0,0.006,Optimal
238,j10,24,2,8,"[0, 2, 4, 1, 1, 11, 2, 2, 2, 5, 2, 0]",60,0.0,33.0,0.006,Optimal
239,j10,24,2,9,"[0, 1, 5, 2, 7, 5, 1, 2, 2, 9, 10, 0]",60,0.0,35.0,0.007,Optimal
240,j10,25,2,0,"[0, 8, 2, 9, 2, 2, 3, 3, 2, 5, 5, 0]",60,0.0,35.0,0.005,Optimal
241,j10,25,2,1,"[0, 9, 2, 3, 5, 3, 8, 5, 5, 4, 5, 0]",60,0.0,36.0,0.007,Optimal
242,j10,25,2,2,"[0, 13, 1, 3, 5, 2, 4, 10, 7, 1, 2, 0]",60,0.0,38.0,0.006,Optimal
243,j10,25,2,3,"[0, 12, 2, 7, 2, 2, 3, 15, 2, 1, 1, 0]",60,0.0,37.0,0.007,Optimal
244,j10,25,2,4,"[0, 6, 2, 9, 4, 3, 8, 4, 2, 4, 5, 0]",60,0.0,37.0,0.007,Optimal
245,j10,25,2,5,"[0, 11, 2, 5, 1, 2, 6, 12, 3, 1, 5, 0]",60,0.0,38.0,0.006,Optimal
246,j10,25,2,6,"[0, 12, 2, 3, 3, 2, 11, 9, 2, 4, 5, 0]",60,0.0,39.0,0.006,Optimal
247,j10,25,2,7,"[0, 14, 2, 4, 1, 1, 5, 13, 8, 2, 4, 0]",60,0.0,44.0,0.007,Optimal
248,j10,25,2,8,"[0, 15, 1, 1, 1, 2, 4, 6, 1, 1, 5, 0]",60,0.0,38.0,0.006,Optimal
249,j10,25,2,9,"[0, 8, 1, 3, 5, 2, 14, 10, 6, 1, 4, 0]",60,0.0,46.0,0.007,Optimal
250,j10,26,2,0,"[0, 4, 5, 1, 11, 4, 6, 1, 1, 4, 5, 0]",60,,,0.004,Infeasible
251,j10,26,2,1,"[0, 5, 7, 2, 4, 5, 7, 6, 3, 7, 4, 0]",60,,,0.003,Infeasible
252,j10,26,2,2,"[0, 5, 3, 5, 4, 5, 8, 2, 2, 10, 7, 0]",60,,,0.003,Infeasible
253,j10,26,2,3,"[0, 1, 7, 6, 11, 2, 8, 6, 7, 12, 2, 0]",60,,,0.003,Infeasible
254,j10,26,2,4,"[0, 1, 5, 2, 10, 1, 6, 4, 9, 10, 4, 0]",60,,,0.003,Infeasible
255,j10,26,2,5,"[0, 2, 2, 4, 6, 1, 2, 4, 5, 3, 6, 0]",60,,,0.003,Infeasible
256,j10,26,2,6,"[0, 4, 2, 3, 2, 5, 2, 3, 8, 10, 3, 0]",60,,,0.003,Infeasible
257,j10,26,2,7,"[0, 2, 1, 7, 11, 4, 8, 7, 8, 7, 4, 0]",60,,,0.003,Infeasible
258,j10,26,2,8,"[0, 2, 4, 7, 10, 1, 3, 3, 8, 10, 2, 0]",60,,,0.003,Infeasible
259,j10,26,2,9,"[0, 4, 5, 3, 2, 1, 8, 2, 2, 6, 1, 0]",60,,,0.003,Infeasible
260,j10,27,2,0,"[0, 6, 14, 9, 2, 4, 7, 2, 3, 1, 2, 0]",60,,,0.003,Infeasible
261,j10,27,2,1,"[0, 5, 10, 7, 2, 3, 6, 1, 8, 3, 5, 0]",60,,,0.003,Infeasible
262,j10,27,2,2,"[0, 4, 15, 3, 5, 8, 9, 2, 4, 3, 1, 0]",60,,,0.003,Infeasible
263,j10,27,2,3,"[0, 7, 12, 8, 2, 2, 2, 1, 4, 1, 9, 0]",60,,,0.003,Infeasible
264,j10,27,2,4,"[0, 6, 6, 9, 4, 7, 7, 2, 12, 1, 9, 0]",60,,,0.003,Infeasible
265,j10,27,2,5,"[0, 2, 14, 5, 1, 6, 5, 2, 5, 1, 5, 0]",60,,,0.003,Infeasible
266,j10,27,2,6,"[0, 2, 5, 8, 3, 2, 10, 1, 12, 3, 8, 0]",60,,,0.003,Infeasible
267,j10,27,2,7,"[0, 6, 7, 6, 2, 4, 8, 1, 3, 3, 11, 0]",60,,,0.002,Infeasible
268,j10,27,2,8,"[0, 8, 10, 8, 4, 5, 12, 1, 3, 1, 8, 0]",60,,,0.002,Infeasible
269,j10,27,2,9,"[0, 8, 4, 2, 4, 1, 10, 2, 9, 1, 6, 0]",60,,,0.003,Infeasible
270,j10,28,2,0,"[0, 2, 14, 9, 6, 1, 1, 4, 15, 2, 5, 0]",60,0.0,36.0,0.006,Optimal
271,j10,28,2,1,"[0, 1, 12, 3, 5, 3, 5, 14, 15, 3, 5, 0]",60,0.0,39.0,0.006,Optimal
272,j10,28,2,2,"[0, 2, 5, 5, 8, 2, 2, 10, 3, 3, 6, 0]",60,0.0,36.0,0.007,Optimal
273,j10,28,2,3,"[0, 2, 12, 8, 7, 2, 2, 3, 15, 2, 1, 0]",60,0.0,36.0,0.006,Optimal
274,j10,28,2,4,"[0, 1, 6, 9, 8, 4, 7, 8, 4, 2, 4, 0]",60,0.0,33.0,0.006,Optimal
275,j10,28,2,5,"[0, 1, 11, 2, 5, 1, 6, 6, 12, 3, 8, 0]",60,0.0,35.0,0.006,Optimal
276,j10,28,2,6,"[0, 1, 7, 3, 8, 3, 2, 11, 9, 2, 4, 0]",60,0.0,35.0,0.006,Optimal
277,j10,28,2,7,"[0, 2, 10, 5, 6, 2, 4, 9, 11, 1, 3, 0]",60,0.0,32.0,0.006,Optimal
278,j10,28,2,8,"[0, 1, 10, 8, 8, 4, 5, 13, 3, 1, 8, 0]",60,0.0,41.0,0.006,Optimal
279,j10,28,2,9,"[0, 2, 4, 2, 4, 1, 1, 9, 7, 2, 7, 0]",60,0.0,36.0,0.007,Optimal
280,j10,29,2,0,"[0, 6, 9, 8, 11, 2, 6, 1, 2, 3, 1, 0]",60,0.0,31.0,0.006,Optimal
281,j10,29,2,1,"[0, 8, 7, 2, 4, 1, 7, 6, 4, 6, 2, 0]",60,0.0,31.0,0.006,Optimal
282,j10,29,2,2,"[0, 3, 5, 8, 9, 2, 2, 7, 2, 8, 2, 0]",60,0.0,29.0,0.006,Optimal
283,j10,29,2,3,"[0, 8, 7, 2, 3, 1, 5, 2, 10, 10, 2, 0]",60,0.0,37.0,0.007,Optimal
284,j10,29,2,4,"[0, 4, 11, 2, 10, 1, 4, 7, 7, 3, 2, 0]",60,0.0,33.0,0.006,Optimal
285,j10,29,2,5,"[0, 4, 5, 1, 3, 2, 5, 3, 6, 2, 2, 0]",60,0.0,33.0,0.02,Optimal
286,j10,29,2,6,"[0, 4, 10, 3, 2, 1, 2, 3, 9, 9, 1, 0]",60,0.0,37.0,0.012,Optimal
287,j10,29,2,7,"[0, 9, 7, 2, 5, 2, 7, 6, 6, 7, 2, 0]",60,0.0,33.0,0.006,Optimal
288,j10,29,2,8,"[0, 4, 7, 1, 2, 1, 3, 2, 9, 5, 1, 0]",60,0.0,33.0,0.006,Optimal
289,j10,29,2,9,"[0, 1, 9, 8, 9, 2, 2, 6, 5, 2, 1, 0]",60,0.0,27.0,0.006,Optimal
290,j10,30,2,0,"[0, 8, 1, 1, 2, 4, 2, 3, 3, 3, 8, 0]",60,0.0,24.0,0.007,Optimal
291,j10,30,2,1,"[0, 9, 2, 3, 5, 7, 2, 5, 7, 12, 3, 0]",60,,,0.003,Infeasible
292,j10,30,2,2,"[0, 7, 2, 2, 7, 1, 1, 12, 12, 9, 7, 0]",60,,,0.003,Infeasible
293,j10,30,2,3,"[0, 12, 2, 1, 5, 2, 1, 11, 6, 12, 10, 0]",60,,,0.003,Infeasible
294,j10,30,2,4,"[0, 11, 3, 3, 6, 2, 2, 6, 7, 10, 2, 0]",60,,,0.003,Infeasible
295,j10,30,2,5,"[0, 14, 1, 3, 5, 1, 2, 6, 12, 4, 1, 0]",60,,,0.003,Infeasible
296,j10,30,2,6,"[0, 7, 2, 3, 3, 2, 1, 9, 12, 5, 8, 0]",60,0.0,31.0,0.006,Optimal
297,j10,30,2,7,"[0, 10, 2, 1, 4, 6, 2, 6, 9, 10, 1, 0]",60,0.0,34.0,0.007,Optimal
298,j10,30,2,8,"[0, 5, 3, 2, 4, 5, 1, 3, 11, 9, 8, 0]",60,0.0,35.0,0.007,Optimal
299,j10,30,2,9,"[0, 4, 2, 2, 4, 1, 1, 9, 7, 7, 7, 0]",60,0.0,29.0,0.006,Optimal
300,j10,31,2,0,"[0, 6, 14, 15, 1, 6, 1, 1, 4, 1, 10, 0]",60,,,0.003,Infeasible
301,j10,31,2,1,"[0, 7, 12, 5, 1, 6, 3, 5, 14, 1, 13, 0]",60,,,0.003,Infeasible
302,j10,31,2,2,"[0, 3, 7, 10, 2, 2, 8, 1, 9, 2, 12, 0]",60,,,0.003,Infeasible
303,j10,31,2,3,"[0, 8, 9, 12, 2, 1, 2, 1, 11, 2, 6, 0]",60,,,0.003,Infeasible
304,j10,31,2,4,"[0, 9, 10, 6, 1, 6, 2, 2, 6, 1, 11, 0]",60,,,0.003,Infeasible
305,j10,31,2,5,"[0, 2, 14, 15, 1, 5, 1, 4, 12, 3, 3, 0]",60,,,0.003,Infeasible
306,j10,31,2,6,"[0, 5, 12, 5, 2, 8, 11, 2, 11, 3, 12, 0]",60,,,0.003,Infeasible
307,j10,31,2,7,"[0, 4, 10, 10, 2, 5, 6, 2, 6, 3, 11, 0]",60,,,0.003,Infeasible
308,j10,31,2,8,"[0, 1, 5, 13, 2, 8, 10, 4, 15, 3, 3, 0]",60,,,0.003,Infeasible
309,j10,31,2,9,"[0, 9, 10, 10, 2, 2, 4, 1, 11, 2, 9, 0]",60,,,0.003,Infeasible
310,j10,32,2,0,"[0, 8, 1, 1, 2, 14, 1, 1, 2, 8, 2, 0]",60,,,0.003,Infeasible
311,j10,32,2,1,"[0, 9, 2, 3, 1, 8, 3, 5, 4, 11, 1, 0]",60,,,0.003,Infeasible
312,j10,32,2,2,"[0, 5, 1, 2, 2, 10, 1, 7, 6, 10, 2, 0]",60,0.0,49.0,0.006,Optimal
313,j10,32,2,3,"[0, 10, 2, 7, 2, 4, 1, 5, 2, 9, 1, 0]",60,,,0.003,Infeasible
314,j10,32,2,4,"[0, 6, 3, 2, 1, 10, 4, 7, 6, 2, 2, 0]",60,,,0.003,Infeasible
315,j10,32,2,5,"[0, 6, 1, 1, 2, 14, 5, 3, 5, 1, 2, 0]",60,,,0.003,Infeasible
316,j10,32,2,6,"[0, 6, 2, 3, 1, 7, 2, 3, 3, 10, 1, 0]",60,,,0.003,Infeasible
317,j10,32,2,7,"[0, 9, 2, 4, 3, 10, 5, 4, 6, 10, 3, 0]",60,,,0.003,Infeasible
318,j10,32,2,8,"[0, 11, 1, 3, 3, 10, 2, 4, 5, 11, 3, 0]",60,0.0,52.0,0.007,Optimal
319,j10,32,2,9,"[0, 3, 1, 2, 2, 6, 1, 1, 6, 7, 1, 0]",60,0.0,46.0,0.006,Optimal
320,j10,33,2,0,"[0, 8, 9, 2, 2, 6, 3, 2, 4, 15, 10, 0]",60,0.0,59.0,0.007,Optimal
321,j10,33,2,1,"[0, 9, 3, 1, 7, 6, 5, 6, 14, 15, 13, 0]",60,0.0,74.0,0.038,Optimal
322,j10,33,2,2,"[0, 5, 5, 2, 2, 2, 10, 2, 9, 12, 12, 0]",60,0.0,59.0,0.007,Optimal
323,j10,33,2,3,"[0, 10, 7, 2, 2, 1, 15, 3, 11, 11, 6, 0]",60,0.0,69.0,0.037,Optimal
324,j10,33,2,4,"[0, 13, 9, 1, 4, 7, 8, 3, 12, 6, 7, 0]",60,0.0,71.0,0.039,Optimal
325,j10,33,2,5,"[0, 11, 2, 2, 5, 11, 7, 2, 6, 12, 5, 0]",60,0.0,63.0,0.03,Optimal
326,j10,33,2,6,"[0, 3, 5, 2, 3, 8, 10, 12, 12, 11, 9, 0]",60,0.0,68.0,0.032,Optimal
327,j10,33,2,7,"[0, 12, 4, 2, 7, 8, 7, 7, 12, 6, 9, 0]",60,0.0,67.0,0.008,Optimal
328,j10,33,2,8,"[0, 11, 1, 1, 3, 8, 10, 11, 10, 6, 15, 0]",60,0.0,65.0,0.008,Optimal
329,j10,33,2,9,"[0, 13, 1, 1, 2, 2, 6, 2, 11, 9, 7, 0]",60,0.0,53.0,0.01,Optimal
330,j10,34,2,0,"[0, 7, 4, 9, 11, 14, 6, 1, 3, 3, 1, 0]",60,0.0,56.0,0.012,Optimal
331,j10,34,2,1,"[0, 9, 6, 7, 11, 5, 5, 7, 8, 4, 1, 0]",60,0.0,54.0,0.048,Optimal
332,j10,34,2,2,"[0, 12, 5, 3, 6, 10, 8, 2, 4, 9, 1, 0]",60,0.0,55.0,0.033,Optimal
333,j10,34,2,3,"[0, 2, 7, 10, 11, 10, 7, 2, 4, 2, 1, 0]",60,0.0,53.0,0.049,Optimal
334,j10,34,2,4,"[0, 3, 1, 9, 5, 13, 10, 1, 10, 5, 1, 0]",60,0.0,57.0,0.017,Optimal
335,j10,34,2,5,"[0, 7, 2, 10, 5, 7, 9, 2, 14, 12, 1, 0]",60,0.0,68.0,0.038,Optimal
336,j10,34,2,6,"[0, 2, 6, 4, 11, 5, 1, 5, 12, 4, 2, 0]",60,0.0,45.0,0.05,Optimal
337,j10,34,2,7,"[0, 9, 3, 10, 10, 9, 10, 4, 10, 9, 2, 0]",60,0.0,65.0,0.042,Optimal
338,j10,34,2,8,"[0, 6, 4, 6, 11, 6, 7, 1, 3, 4, 1, 0]",60,0.0,45.0,0.031,Optimal
339,j10,34,2,9,"[0, 9, 2, 8, 5, 15, 11, 7, 3, 10, 2, 0]",60,,,60.008,Unknown
340,j10,35,2,0,"[0, 6, 4, 1, 9, 2, 7, 1, 1, 4, 9, 0]",60,0.0,40.0,0.027,Optimal
341,j10,35,2,1,"[0, 7, 2, 1, 5, 3, 6, 1, 1, 5, 6, 0]",60,0.0,36.0,0.027,Optimal
342,j10,35,2,2,"[0, 8, 2, 2, 8, 1, 8, 2, 2, 12, 9, 0]",60,0.0,51.0,0.032,Optimal
343,j10,35,2,3,"[0, 7, 2, 2, 1, 5, 3, 1, 1, 6, 12, 0]",60,,,0.002,Infeasible
344,j10,35,2,4,"[0, 9, 4, 1, 6, 2, 11, 1, 1, 4, 12, 0]",60,0.0,47.0,0.027,Optimal
345,j10,35,2,5,"[0, 5, 1, 2, 4, 2, 4, 1, 1, 12, 4, 0]",60,0.0,36.0,0.028,Optimal
346,j10,35,2,6,"[0, 8, 3, 2, 9, 2, 5, 3, 2, 7, 7, 0]",60,0.0,45.0,0.033,Optimal
347,j10,35,2,7,"[0, 4, 1, 1, 3, 3, 9, 2, 2, 6, 12, 0]",60,0.0,42.0,0.017,Optimal
348,j10,35,2,8,"[0, 1, 1, 2, 8, 2, 3, 2, 2, 3, 10, 0]",60,0.0,32.0,0.007,Optimal
349,j10,35,2,9,"[0, 7, 5, 2, 7, 3, 7, 2, 1, 14, 6, 0]",60,0.0,49.0,0.031,Optimal
350,j10,36,2,0,"[0, 6, 4, 15, 1, 12, 6, 1, 1, 2, 1, 0]",60,,,0.003,Infeasible
351,j10,36,2,1,"[0, 8, 6, 15, 7, 12, 3, 1, 6, 1, 1, 0]",60,,,0.003,Infeasible
352,j10,36,2,2,"[0, 3, 5, 10, 8, 12, 2, 3, 1, 1, 2, 0]",60,0.0,51.0,0.039,Optimal
353,j10,36,2,3,"[0, 8, 8, 9, 2, 4, 1, 1, 2, 1, 1, 0]",60,,,0.002,Infeasible
354,j10,36,2,4,"[0, 4, 8, 13, 2, 11, 8, 3, 6, 2, 2, 0]",60,,,0.002,Infeasible
355,j10,36,2,5,"[0, 4, 5, 11, 2, 14, 11, 1, 1, 2, 2, 0]",60,0.0,59.0,0.024,Optimal
356,j10,36,2,6,"[0, 3, 8, 3, 5, 12, 3, 3, 9, 1, 2, 0]",60,,,0.003,Infeasible
357,j10,36,2,7,"[0, 4, 8, 10, 6, 7, 6, 2, 4, 1, 1, 0]",60,,,0.002,Infeasible
358,j10,36,2,8,"[0, 1, 3, 13, 8, 10, 10, 1, 1, 1, 2, 0]",60,,,0.003,Infeasible
359,j10,36,2,9,"[0, 2, 6, 6, 1, 11, 7, 1, 6, 1, 3, 0]",60,0.0,54.0,0.028,Optimal
360,j10,37,2,0,"[0, 2, 9, 12, 4, 6, 1, 1, 4, 1, 8, 0]",60,0.0,29.0,0.007,Optimal
361,j10,37,2,1,"[0, 2, 7, 12, 3, 5, 3, 2, 5, 1, 4, 0]",60,0.0,27.0,0.008,Optimal
362,j10,37,2,2,"[0, 1, 3, 7, 2, 2, 3, 1, 9, 2, 2, 0]",60,0.0,25.0,0.007,Optimal
363,j10,37,2,3,"[0, 2, 8, 9, 2, 2, 1, 1, 4, 1, 1, 0]",60,0.0,25.0,0.007,Optimal
364,j10,37,2,4,"[0, 2, 4, 13, 2, 9, 3, 2, 6, 3, 6, 0]",60,,,0.003,Infeasible
365,j10,37,2,5,"[0, 2, 4, 7, 1, 2, 1, 1, 7, 1, 6, 0]",60,0.0,24.0,0.007,Optimal
366,j10,37,2,6,"[0, 2, 3, 3, 5, 10, 3, 2, 10, 3, 2, 0]",60,,,0.003,Infeasible
367,j10,37,2,7,"[0, 1, 7, 12, 4, 8, 3, 2, 7, 2, 2, 0]",60,0.0,32.0,0.008,Optimal
368,j10,37,2,8,"[0, 3, 9, 3, 3, 11, 2, 2, 6, 1, 3, 0]",60,,,0.002,Infeasible
369,j10,37,2,9,"[0, 3, 1, 11, 2, 2, 2, 2, 3, 1, 6, 0]",60,0.0,24.0,0.006,Optimal
370,j10,38,2,0,"[0, 7, 4, 11, 12, 2, 1, 1, 2, 10, 5, 0]",60,0.0,51.0,0.036,Optimal
371,j10,38,2,1,"[0, 8, 2, 5, 7, 3, 2, 3, 1, 14, 5, 0]",60,0.0,45.0,0.03,Optimal
372,j10,38,2,2,"[0, 12, 5, 5, 7, 2, 2, 8, 3, 3, 2, 0]",60,0.0,37.0,0.027,Optimal
373,j10,38,2,3,"[0, 11, 6, 9, 12, 2, 1, 5, 2, 11, 1, 0]",60,0.0,50.0,0.028,Optimal
374,j10,38,2,4,"[0, 5, 3, 12, 11, 3, 3, 6, 2, 12, 4, 0]",60,0.0,51.0,0.031,Optimal
375,j10,38,2,5,"[0, 6, 1, 4, 14, 1, 3, 5, 1, 6, 2, 0]",60,0.0,39.0,0.027,Optimal
376,j10,38,2,6,"[0, 4, 1, 7, 12, 3, 3, 2, 1, 9, 2, 0]",60,0.0,41.0,0.03,Optimal
377,j10,38,2,7,"[0, 5, 7, 10, 7, 2, 2, 4, 3, 11, 1, 0]",60,0.0,40.0,0.026,Optimal
378,j10,38,2,8,"[0, 4, 3, 10, 10, 2, 1, 3, 3, 3, 1, 0]",60,0.0,34.0,0.028,Optimal
379,j10,38,2,9,"[0, 9, 2, 4, 6, 1, 1, 6, 2, 9, 5, 0]",60,0.0,38.0,0.029,Optimal
380,j10,39,2,0,"[0, 6, 4, 5, 9, 2, 4, 6, 3, 3, 2, 0]",60,0.0,43.0,0.007,Optimal
381,j10,39,2,1,"[0, 5, 5, 7, 10, 3, 5, 6, 5, 7, 4, 0]",60,,,0.003,Infeasible
382,j10,39,2,2,"[0, 5, 3, 5, 3, 1, 8, 8, 12, 4, 8, 0]",60,0.0,52.0,0.007,Optimal
383,j10,39,2,3,"[0, 7, 1, 7, 10, 2, 8, 7, 12, 4, 1, 0]",60,,,0.003,Infeasible
384,j10,39,2,4,"[0, 5, 2, 1, 9, 2, 4, 11, 12, 11, 7, 0]",60,0.0,61.0,0.026,Optimal
385,j10,39,2,5,"[0, 4, 2, 2, 4, 1, 1, 2, 14, 13, 5, 0]",60,0.0,52.0,0.007,Optimal
386,j10,39,2,6,"[0, 1, 4, 2, 3, 1, 5, 10, 5, 10, 8, 0]",60,0.0,55.0,0.026,Optimal
387,j10,39,2,7,"[0, 3, 2, 1, 7, 2, 4, 8, 10, 7, 4, 0]",60,0.0,47.0,0.008,Optimal
388,j10,39,2,8,"[0, 6, 2, 4, 7, 1, 1, 3, 13, 10, 8, 0]",60,0.0,53.0,0.007,Optimal
389,j10,39,2,9,"[0, 2, 4, 5, 11, 3, 7, 1, 11, 10, 8, 0]",60,0.0,51.0,0.007,Optimal
390,j10,40,2,0,"[0, 6, 4, 9, 12, 2, 6, 8, 1, 1, 4, 0]",60,,,0.003,Infeasible
391,j10,40,2,1,"[0, 5, 6, 7, 12, 1, 5, 7, 6, 3, 7, 0]",60,,,0.003,Infeasible
392,j10,40,2,2,"[0, 4, 5, 3, 7, 2, 8, 2, 2, 3, 3, 0]",60,,,0.003,Infeasible
393,j10,40,2,3,"[0, 7, 6, 8, 9, 2, 2, 1, 2, 1, 11, 0]",60,,,0.002,Infeasible
394,j10,40,2,4,"[0, 6, 4, 9, 10, 2, 7, 6, 2, 2, 6, 0]",60,,,0.002,Infeasible
395,j10,40,2,5,"[0, 5, 1, 2, 14, 1, 3, 5, 1, 2, 6, 0]",60,,,0.003,Infeasible
396,j10,40,2,6,"[0, 2, 3, 1, 7, 2, 8, 3, 8, 3, 12, 0]",60,,,0.003,Infeasible
397,j10,40,2,7,"[0, 1, 7, 4, 10, 1, 8, 6, 5, 2, 12, 0]",60,,,0.003,Infeasible
398,j10,40,2,8,"[0, 4, 7, 9, 3, 1, 3, 8, 8, 2, 10, 0]",60,0.0,47.0,0.055,Optimal
399,j10,40,2,9,"[0, 4, 5, 1, 11, 2, 8, 2, 2, 2, 6, 0]",60,,,0.002,Infeasible
400,j10,41,2,0,"[0, 6, 9, 2, 4, 6, 3, 1, 2, 5, 9, 0]",60,0.0,33.0,0.007,Optimal
401,j10,41,2,1,"[0, 6, 7, 2, 3, 5, 8, 3, 5, 4, 12, 0]",60,,,0.002,Infeasible
402,j10,41,2,2,"[0, 5, 3, 1, 2, 2, 10, 7, 1, 7, 11, 0]",60,0.0,48.0,0.021,Optimal
403,j10,41,2,3,"[0, 2, 8, 2, 2, 2, 3, 5, 2, 1, 10, 0]",60,0.0,35.0,0.008,Optimal
404,j10,41,2,4,"[0, 6, 4, 3, 2, 1, 10, 4, 7, 6, 3, 0]",60,,,0.003,Infeasible
405,j10,41,2,5,"[0, 2, 4, 1, 1, 2, 14, 5, 3, 5, 2, 0]",60,0.0,48.0,0.024,Optimal
406,j10,41,2,6,"[0, 6, 4, 2, 3, 1, 7, 2, 3, 3, 11, 0]",60,0.0,37.0,0.007,Optimal
407,j10,41,2,7,"[0, 1, 7, 2, 4, 7, 10, 6, 5, 4, 7, 0]",60,,,0.003,Infeasible
408,j10,41,2,8,"[0, 2, 4, 3, 1, 1, 5, 3, 2, 4, 12, 0]",60,0.0,36.0,0.007,Optimal
409,j10,41,2,9,"[0, 7, 1, 1, 2, 2, 6, 1, 1, 6, 8, 0]",60,0.0,38.0,0.006,Optimal
410,j10,42,2,0,"[0, 6, 14, 5, 1, 2, 4, 1, 1, 4, 1, 0]",60,,,0.003,Infeasible
411,j10,42,2,1,"[0, 8, 15, 2, 1, 1, 3, 5, 4, 13, 1, 0]",60,,,0.002,Infeasible
412,j10,42,2,2,"[0, 3, 7, 2, 2, 3, 1, 2, 2, 10, 2, 0]",60,0.0,35.0,0.007,Optimal
413,j10,42,2,3,"[0, 7, 12, 2, 1, 1, 2, 1, 1, 6, 2, 0]",60,0.0,36.0,0.007,Optimal
414,j10,42,2,4,"[0, 11, 12, 1, 1, 3, 2, 2, 4, 7, 1, 0]",60,0.0,37.0,0.007,Optimal
415,j10,42,2,5,"[0, 2, 14, 5, 1, 1, 1, 4, 2, 5, 2, 0]",60,0.0,41.0,0.019,Optimal
