instance_folder,instance_id,noise_factor,obj,method,time_limit_rescheduling,time_limit_initial,solver_calls,feasibility,real_durations,estimated_start_times,start_times,time_offline,time_online,mode,estimated_durations,obj_pi
j10,3,2,45.0,reactive_quantile_0.9,2,60,1,True,"[0, 2, 7, 2, 5, 5, 3, 5, 4, 15, 3, 0]","[0, 20, 0, 22, 25, 11, 20, 22, 36, 30, 27, 41]","[0, 20, 0, 22, 25, 11, 20, 22, 30, 30, 27, 40]",0.027010440826416016,0.20899510383605957,quantile_0.9,"[0, 2, 7, 2, 5, 5, 3, 5, 4, 14, 3, 0]",41.0
j10,3,2,42.0,reactive_quantile_0.9,2,60,1,True,"[0, 1, 8, 2, 4, 8, 1, 7, 6, 12, 8, 0]","[0, 20, 0, 22, 25, 11, 20, 22, 36, 30, 27, 41]","[0, 20, 0, 22, 25, 11, 20, 22, 36, 30, 27, 41]",0.03300046920776367,0.2440047264099121,quantile_0.9,"[0, 1, 8, 2, 4, 8, 1, 7, 6, 14, 8, 0]",40.0
j10,3,2,41.0,reactive_quantile_0.9,2,60,1,True,"[0, 2, 7, 2, 4, 1, 5, 2, 1, 11, 4, 0]","[0, 20, 0, 22, 25, 11, 20, 22, 36, 30, 27, 41]","[0, 20, 0, 22, 25, 11, 20, 22, 25, 30, 27, 40]",0.027997493743896484,0.18600058555603027,quantile_0.9,"[0, 2, 7, 2, 4, 1, 5, 2, 1, 14, 4, 0]",34.0
j10,3,2,42.0,reactive_quantile_0.9,2,60,1,True,"[0, 2, 11, 2, 11, 8, 4, 7, 6, 4, 4, 0]","[0, 20, 0, 22, 25, 11, 20, 22, 36, 30, 27, 41]","[0, 20, 0, 22, 25, 11, 20, 22, 36, 30, 27, 41]",0.02899956703186035,0.23623085021972656,quantile_0.9,"[0, 2, 11, 2, 11, 8, 4, 7, 6, 4, 4, 0]",38.0
j10,3,2,42.0,reactive_quantile_0.9,2,60,1,True,"[0, 1, 9, 2, 14, 5, 1, 6, 4, 12, 3, 0]","[0, 20, 0, 22, 25, 11, 20, 22, 36, 30, 27, 41]","[0, 20, 0, 22, 25, 11, 20, 22, 36, 30, 27, 41]",0.027000904083251953,0.23800182342529297,quantile_0.9,"[0, 1, 9, 2, 14, 5, 1, 6, 4, 14, 3, 0]",39.0
j10,3,2,41.0,reactive_quantile_0.9,2,60,1,True,"[0, 2, 1, 5, 12, 3, 3, 2, 1, 9, 4, 0]","[0, 20, 0, 22, 25, 11, 20, 22, 36, 30, 27, 41]","[0, 20, 0, 22, 25, 11, 20, 22, 36, 30, 27, 41]",0.028011322021484375,0.2059922218322754,quantile_0.9,"[0, 2, 1, 5, 12, 3, 3, 2, 1, 9, 4, 0]",35.0
j10,3,2,43.0,reactive_quantile_0.9,2,60,1,True,"[0, 2, 8, 5, 14, 6, 2, 4, 7, 11, 1, 0]","[0, 20, 0, 22, 25, 11, 20, 22, 36, 30, 27, 41]","[0, 20, 0, 22, 25, 11, 20, 22, 36, 30, 27, 41]",0.02899789810180664,0.20799660682678223,quantile_0.9,"[0, 2, 8, 5, 14, 6, 2, 4, 7, 11, 1, 0]",36.0
j10,3,2,43.0,reactive_quantile_0.9,2,60,1,True,"[0, 1, 11, 2, 10, 4, 5, 3, 7, 3, 9, 0]","[0, 20, 0, 22, 25, 11, 20, 22, 36, 30, 27, 41]","[0, 20, 0, 22, 25, 11, 20, 22, 36, 30, 27, 41]",0.026997804641723633,0.18301606178283691,quantile_0.9,"[0, 1, 11, 2, 10, 4, 5, 3, 8, 3, 9, 0]",38.0
j10,3,2,42.0,reactive_quantile_0.9,2,60,1,True,"[0, 2, 8, 2, 4, 4, 1, 1, 6, 9, 5, 0]","[0, 20, 0, 22, 25, 11, 20, 22, 36, 30, 27, 41]","[0, 20, 0, 22, 25, 11, 20, 22, 36, 30, 27, 41]",0.0279996395111084,0.23600530624389648,quantile_0.9,"[0, 2, 8, 2, 4, 4, 1, 1, 6, 9, 5, 0]",32.0
j10,4,2,inf,reactive_quantile_0.9,2,60,1,False,"[0, 7, 1, 1, 2, 7, 2, 1, 1, 4, 8, 0]",,,inf,inf,quantile_0.9,"[0, 11, 3, 8, 5, 11, 2, 8, 9, 14, 10, 0]",35.0
j10,4,2,inf,reactive_quantile_0.9,2,60,1,False,"[0, 8, 2, 3, 5, 7, 1, 5, 3, 7, 8, 0]",,,inf,inf,quantile_0.9,"[0, 11, 3, 8, 5, 11, 2, 8, 9, 14, 10, 0]",36.0
j10,4,2,inf,reactive_quantile_0.9,2,60,1,False,"[0, 9, 2, 2, 1, 8, 2, 2, 8, 9, 10, 0]",,,inf,inf,quantile_0.9,"[0, 11, 3, 8, 5, 11, 2, 8, 9, 14, 10, 0]",37.0
j10,4,2,inf,reactive_quantile_0.9,2,60,1,False,"[0, 3, 1, 5, 2, 10, 1, 6, 4, 13, 10, 0]",,,inf,inf,quantile_0.9,"[0, 11, 3, 8, 5, 11, 2, 8, 9, 14, 10, 0]",38.0
j10,4,2,inf,reactive_quantile_0.9,2,60,1,False,"[0, 3, 1, 3, 5, 2, 2, 4, 3, 3, 5, 0]",,,inf,inf,quantile_0.9,"[0, 11, 3, 8, 5, 11, 2, 8, 9, 14, 10, 0]",33.0
j10,4,2,inf,reactive_quantile_0.9,2,60,1,False,"[0, 6, 2, 2, 4, 8, 1, 1, 3, 13, 8, 0]",,,inf,inf,quantile_0.9,"[0, 11, 3, 8, 5, 11, 2, 8, 9, 14, 10, 0]",37.0
j10,4,2,inf,reactive_quantile_0.9,2,60,1,False,"[0, 9, 2, 8, 4, 12, 1, 7, 1, 11, 8, 0]",,,inf,inf,quantile_0.9,"[0, 11, 3, 8, 5, 11, 2, 8, 9, 14, 10, 0]",44.0
j10,4,2,inf,reactive_quantile_0.9,2,60,1,False,"[0, 9, 2, 2, 4, 2, 1, 6, 7, 7, 6, 0]",,,inf,inf,quantile_0.9,"[0, 11, 3, 8, 5, 11, 2, 8, 9, 14, 10, 0]",42.0
j10,5,2,inf,reactive_quantile_0.9,2,60,1,False,"[0, 8, 14, 1, 1, 2, 7, 1, 1, 2, 10, 0]","[0, 0, 19, 13, 10, 32, 19, 34, 16, 19, 35, 44]",,inf,inf,quantile_0.9,"[0, 8, 14, 1, 1, 3, 7, 9, 1, 2, 13, 0]",32.0
j10,5,2,48.0,reactive_quantile_0.9,2,60,1,True,"[0, 9, 12, 3, 5, 3, 7, 3, 1, 4, 13, 0]","[0, 0, 19, 13, 10, 32, 19, 34, 16, 19, 35, 44]","[0, 0, 19, 13, 10, 32, 19, 34, 16, 19, 35, 44]",0.028011083602905273,0.15398955345153809,quantile_0.9,"[0, 9, 12, 3, 5, 3, 7, 3, 1, 4, 13, 0]",39.0
j10,5,2,47.0,reactive_quantile_0.9,2,60,1,True,"[0, 5, 7, 2, 2, 3, 2, 7, 2, 2, 12, 0]","[0, 0, 19, 13, 10, 32, 19, 34, 16, 19, 35, 44]","[0, 0, 19, 13, 10, 32, 19, 34, 16, 19, 35, 44]",0.0279998779296875,0.2120044231414795,quantile_0.9,"[0, 5, 7, 2, 2, 3, 2, 7, 2, 2, 13, 0]",28.0
j10,5,2,44.0,reactive_quantile_0.9,2,60,1,True,"[0, 10, 9, 2, 2, 1, 3, 9, 1, 6, 6, 0]","[0, 0, 19, 13, 10, 32, 19, 34, 16, 19, 35, 44]","[0, 0, 19, 13, 10, 32, 19, 34, 16, 19, 35, 44]",0.028005361557006836,0.23399996757507324,quantile_0.9,"[0, 10, 9, 2, 2, 1, 3, 9, 1, 6, 6, 0]",26.0
j10,5,2,44.0,reactive_quantile_0.9,2,60,1,True,"[0, 13, 12, 1, 4, 3, 7, 2, 2, 4, 7, 0]","[0, 0, 19, 13, 10, 32, 19, 34, 16, 19, 35, 44]","[0, 0, 19, 13, 10, 32, 19, 34, 16, 19, 35, 44]",0.029001951217651367,0.21000146865844727,quantile_0.9,"[0, 13, 12, 1, 4, 3, 7, 2, 2, 4, 7, 0]",34.0
j10,5,2,44.0,reactive_quantile_0.9,2,60,1,True,"[0, 11, 4, 1, 3, 1, 2, 4, 2, 3, 3, 0]","[0, 0, 19, 13, 10, 32, 19, 34, 16, 19, 35, 44]","[0, 0, 19, 13, 10, 32, 19, 34, 16, 19, 35, 44]",0.029005050659179688,0.2640092372894287,quantile_0.9,"[0, 11, 4, 1, 3, 1, 2, 4, 2, 3, 3, 0]",24.0
j10,5,2,45.0,reactive_quantile_0.9,2,60,1,True,"[0, 7, 12, 3, 3, 2, 10, 7, 2, 4, 10, 0]","[0, 0, 19, 13, 10, 32, 19, 34, 16, 19, 35, 44]","[0, 0, 19, 13, 10, 32, 19, 34, 16, 19, 35, 44]",0.0279998779296875,0.21899175643920898,quantile_0.9,"[0, 7, 12, 3, 3, 2, 10, 7, 2, 4, 13, 0]",36.0
