instance_folder,instance_id,noise_factor,method,time_limit_cp_stnu,can_build_stnu,dc,obj,feasibility,real_durations,start_times,time_offline,time_online,mode,obj_pi
ubo50,1,2,STNU_robust,60,,False,inf,False,"[0, 2, 4, 9, 11, 4, 6, 1, 1, 2, 1, 8, 5, 9, 3, 5, 3, 7, 3, 5, 9, 2, 2, 8, 3, 1, 7, 11, 10, 9, 2, 8, 2, 1, 1, 2, 1, 1, 4, 3, 2, 1, 7, 4, 7, 8, 2, 2, 4, 5, 11, 0]",,inf,inf,robust,179.0
ubo50,3,2,STNU_robust,60,True,True,246.0,True,"[0, 6, 9, 10, 2, 1, 1, 4, 10, 8, 2, 4, 5, 3, 5, 12, 4, 7, 9, 2, 2, 8, 3, 7, 2, 2, 8, 9, 11, 2, 1, 15, 2, 10, 1, 2, 3, 12, 11, 10, 4, 7, 6, 2, 4, 5, 1, 2, 4, 11, 1, 0]","[0, 25, 0, 9, 143, 0, 77, 209, 145, 79, 58, 179, 174, 179, 138, 195, 174, 9, 110, 75, 87, 31, 119, 60, 108, 193, 110, 129, 152, 40, 3, 60, 195, 98, 19, 23, 53, 213, 163, 119, 42, 183, 20, 207, 240, 224, 27, 222, 209, 229, 118, 246]",61.07049322128296,0.24962306022644043,robust,183.0
ubo50,3,2,STNU_robust,60,True,True,232.0,True,"[0, 1, 4, 10, 3, 1, 5, 12, 5, 9, 2, 12, 2, 1, 7, 11, 5, 10, 9, 2, 5, 4, 8, 10, 3, 1, 1, 5, 12, 2, 8, 6, 1, 10, 2, 2, 2, 6, 3, 11, 7, 5, 6, 7, 3, 6, 4, 2, 1, 5, 1, 0]","[0, 25, 0, 11, 141, 0, 74, 201, 144, 76, 58, 165, 163, 168, 134, 183, 163, 11, 109, 72, 85, 31, 118, 60, 106, 182, 109, 129, 148, 40, 3, 60, 183, 96, 19, 23, 53, 202, 160, 118, 42, 177, 21, 194, 226, 215, 27, 213, 201, 221, 110, 232]",61.07049322128296,0.23311829566955566,robust,179.0
ubo50,3,2,STNU_robust,60,True,True,234.0,True,"[0, 5, 8, 8, 2, 1, 1, 5, 3, 12, 2, 3, 8, 2, 1, 12, 6, 3, 3, 3, 10, 1, 5, 4, 2, 3, 8, 5, 12, 7, 1, 12, 3, 8, 3, 3, 1, 9, 8, 4, 5, 7, 1, 7, 6, 2, 3, 2, 6, 5, 1, 0]","[0, 26, 0, 8, 134, 0, 80, 208, 146, 81, 63, 175, 167, 175, 133, 189, 167, 9, 114, 77, 93, 31, 123, 65, 112, 186, 114, 128, 147, 40, 3, 65, 189, 104, 19, 23, 58, 214, 159, 122, 47, 178, 22, 201, 228, 218, 27, 216, 208, 223, 122, 234]",61.07049322128296,0.2375960350036621,robust,173.0
ubo50,3,2,STNU_robust,60,True,True,227.0,True,"[0, 1, 8, 9, 2, 2, 8, 3, 12, 5, 2, 3, 7, 5, 5, 8, 10, 14, 10, 2, 3, 8, 8, 6, 1, 1, 6, 11, 3, 2, 9, 10, 1, 12, 2, 1, 3, 3, 14, 6, 6, 6, 2, 3, 5, 4, 1, 3, 1, 8, 1, 0]","[0, 26, 0, 12, 137, 0, 71, 194, 139, 73, 55, 170, 163, 173, 132, 183, 163, 12, 103, 69, 79, 28, 113, 57, 102, 182, 103, 121, 146, 37, 3, 57, 184, 90, 19, 23, 50, 195, 149, 113, 39, 178, 21, 191, 221, 209, 27, 206, 194, 213, 109, 227]",61.07049322128296,0.23346686363220215,robust,190.0
ubo50,3,2,STNU_robust,60,True,True,227.0,True,"[0, 8, 11, 9, 2, 1, 9, 7, 5, 11, 1, 5, 1, 2, 3, 6, 5, 6, 12, 3, 8, 4, 8, 4, 3, 5, 5, 3, 5, 4, 9, 6, 6, 8, 2, 2, 1, 13, 13, 5, 9, 3, 7, 2, 5, 1, 5, 1, 7, 2, 2, 0]","[0, 25, 0, 12, 138, 0, 78, 199, 148, 79, 62, 168, 167, 172, 135, 191, 167, 12, 112, 75, 90, 33, 124, 63, 109, 186, 112, 132, 149, 42, 3, 63, 191, 101, 19, 23, 57, 206, 154, 124, 46, 175, 21, 197, 221, 213, 28, 212, 199, 219, 117, 227]",61.07049322128296,0.2332005500793457,robust,175.0
ubo50,3,2,STNU_robust,60,True,True,236.0,True,"[0, 4, 2, 7, 3, 2, 7, 12, 9, 2, 1, 4, 7, 5, 2, 8, 2, 9, 9, 1, 4, 2, 3, 4, 3, 4, 5, 10, 7, 7, 4, 11, 9, 2, 3, 3, 1, 12, 8, 7, 6, 3, 7, 6, 7, 7, 5, 1, 1, 11, 1, 0]","[0, 26, 0, 7, 133, 0, 80, 198, 138, 83, 66, 167, 160, 167, 131, 183, 160, 9, 105, 79, 87, 34, 114, 67, 102, 179, 105, 121, 145, 43, 3, 67, 183, 98, 19, 23, 61, 199, 152, 114, 50, 172, 22, 192, 229, 211, 29, 210, 198, 218, 110, 235]",61.07049322128296,0.23643851280212402,robust,182.0
ubo50,3,2,STNU_robust,60,True,True,240.0,True,"[0, 8, 8, 8, 2, 1, 3, 9, 14, 2, 2, 7, 3, 2, 4, 12, 10, 8, 11, 1, 10, 4, 14, 2, 3, 1, 5, 10, 2, 7, 3, 7, 4, 8, 1, 3, 1, 9, 7, 10, 7, 3, 3, 10, 6, 9, 6, 3, 6, 5, 1, 0]","[0, 26, 0, 8, 147, 0, 81, 208, 149, 84, 66, 169, 166, 176, 143, 186, 166, 9, 108, 80, 86, 34, 119, 68, 105, 185, 108, 133, 157, 43, 3, 68, 186, 97, 19, 23, 61, 214, 159, 119, 50, 179, 20, 198, 234, 220, 27, 217, 208, 229, 113, 240]",61.07049322128296,0.22567510604858398,robust,198.0
ubo50,3,2,STNU_robust,60,True,True,226.0,True,"[0, 3, 11, 10, 1, 1, 1, 6, 13, 6, 2, 5, 2, 2, 3, 7, 6, 3, 10, 1, 3, 4, 12, 10, 1, 5, 9, 5, 3, 7, 4, 11, 8, 2, 2, 3, 3, 14, 13, 13, 9, 6, 3, 1, 6, 9, 3, 3, 7, 1, 1, 0]","[0, 26, 0, 11, 133, 0, 77, 193, 136, 80, 62, 162, 160, 166, 130, 184, 160, 11, 102, 76, 86, 30, 112, 64, 101, 179, 102, 125, 144, 39, 3, 64, 184, 97, 19, 23, 57, 200, 147, 112, 46, 169, 21, 192, 220, 210, 27, 207, 193, 219, 111, 226]",61.07049322128296,0.22781658172607422,robust,171.0
ubo50,3,2,STNU_robust,60,True,True,239.0,True,"[0, 5, 8, 4, 1, 3, 2, 9, 13, 2, 1, 3, 7, 5, 3, 7, 6, 9, 4, 3, 10, 3, 10, 6, 1, 4, 9, 11, 10, 1, 8, 5, 1, 9, 1, 2, 3, 4, 13, 15, 6, 2, 6, 10, 7, 5, 2, 1, 7, 8, 1, 0]","[0, 25, 0, 11, 135, 0, 73, 209, 136, 74, 57, 176, 169, 176, 132, 192, 169, 11, 97, 70, 76, 30, 107, 58, 96, 188, 97, 121, 146, 39, 3, 58, 192, 87, 19, 23, 52, 216, 156, 106, 41, 181, 20, 199, 232, 219, 27, 218, 209, 224, 106, 238]",61.07049322128296,0.22876405715942383,robust,197.0
