instance_folder,instance_id,noise_factor,method,time_limit,feasibility,obj,time_offline,time_online,start_times,real_durations,mode,obj_pi
j10,6,2,proactive_quantile_0.9,60,False,inf,inf,inf,,"[0, 3, 1, 7, 8, 9, 12, 2, 1, 4, 9, 0]",quantile_0.9,41.0
j10,6,2,proactive_quantile_0.9,60,False,inf,inf,inf,,"[0, 1, 1, 2, 5, 3, 6, 2, 1, 3, 5, 0]",quantile_0.9,23.0
j10,6,2,proactive_quantile_0.9,60,False,inf,inf,inf,,"[0, 1, 8, 2, 2, 6, 3, 1, 2, 9, 5, 0]",quantile_0.9,27.0
j10,7,2,proactive_quantile_0.9,60,False,inf,inf,inf,,"[0, 13, 1, 6, 5, 6, 8, 8, 2, 4, 1, 0]",quantile_0.9,41.0
j10,7,2,proactive_quantile_0.9,60,False,inf,inf,inf,,"[0, 4, 1, 1, 6, 12, 2, 1, 4, 9, 2, 0]",quantile_0.9,43.0
j10,7,2,proactive_quantile_0.9,60,False,inf,inf,inf,,"[0, 12, 1, 7, 12, 5, 8, 7, 5, 14, 2, 0]",quantile_0.9,51.0
j10,7,2,proactive_quantile_0.9,60,False,inf,inf,inf,,"[0, 6, 1, 1, 3, 4, 3, 8, 2, 10, 4, 0]",quantile_0.9,44.0
j10,7,2,proactive_quantile_0.9,60,False,inf,inf,inf,,"[0, 13, 1, 7, 3, 10, 8, 8, 2, 4, 4, 0]",quantile_0.9,45.0
j10,8,2,proactive_quantile_0.9,60,True,59.0,0.030002832412719727,0.0,"[0, 14, 0, 5, 32, 27, 25, 49, 29, 45, 54, 57]","[0, 8, 14, 5, 11, 6, 1, 1, 2, 1, 5, 0]",quantile_0.9,43.0
j10,8,2,proactive_quantile_0.9,60,True,59.0,0.030002832412719727,0.0,"[0, 14, 0, 5, 32, 27, 25, 49, 29, 45, 54, 57]","[0, 9, 12, 3, 7, 6, 3, 5, 1, 1, 5, 0]",quantile_0.9,44.0
j10,8,2,proactive_quantile_0.9,60,True,57.0,0.030002832412719727,0.0,"[0, 14, 0, 5, 32, 27, 25, 49, 29, 45, 54, 57]","[0, 5, 7, 2, 4, 8, 1, 2, 2, 2, 2, 0]",quantile_0.9,38.0
j10,8,2,proactive_quantile_0.9,60,True,57.0,0.030002832412719727,0.0009889602661132812,"[0, 14, 0, 5, 32, 27, 25, 49, 29, 45, 54, 57]","[0, 4, 3, 5, 4, 9, 1, 4, 3, 2, 1, 0]",quantile_0.9,40.0
j10,8,2,proactive_quantile_0.9,60,True,57.0,0.030002832412719727,0.0,"[0, 14, 0, 5, 32, 27, 25, 49, 29, 45, 54, 57]","[0, 10, 6, 7, 8, 2, 2, 4, 1, 1, 2, 0]",quantile_0.9,37.0
j10,8,2,proactive_quantile_0.9,60,False,inf,0.030002832412719727,inf,"[0, 14, 0, 5, 32, 27, 25, 49, 29, 45, 54, 57]","[0, 14, 15, 3, 7, 1, 4, 2, 3, 2, 1, 0]",quantile_0.9,49.0
j10,8,2,proactive_quantile_0.9,60,True,57.0,0.030002832412719727,0.0,"[0, 14, 0, 5, 32, 27, 25, 49, 29, 45, 54, 57]","[0, 7, 12, 3, 10, 8, 3, 2, 1, 1, 2, 0]",quantile_0.9,41.0
j10,8,2,proactive_quantile_0.9,60,True,57.0,0.030002832412719727,0.0,"[0, 14, 0, 5, 32, 27, 25, 49, 29, 45, 54, 57]","[0, 6, 10, 7, 10, 5, 4, 2, 3, 1, 1, 0]",quantile_0.9,39.0
j10,8,2,proactive_quantile_0.9,60,True,57.0,0.030002832412719727,0.0,"[0, 14, 0, 5, 32, 27, 25, 49, 29, 45, 54, 57]","[0, 5, 13, 2, 10, 4, 5, 3, 3, 1, 1, 0]",quantile_0.9,42.0
j10,8,2,proactive_quantile_0.9,60,True,59.0,0.030002832412719727,0.0,"[0, 14, 0, 5, 32, 27, 25, 49, 29, 45, 54, 57]","[0, 11, 10, 2, 4, 4, 1, 1, 2, 2, 5, 0]",quantile_0.9,41.0
j10,9,2,proactive_quantile_0.9,60,True,62.0,0.04699134826660156,0.0,"[0, 3, 12, 0, 3, 16, 43, 29, 52, 34, 27, 62]","[0, 6, 14, 1, 11, 11, 6, 2, 3, 2, 5, 0]",quantile_0.9,39.0
j10,9,2,proactive_quantile_0.9,60,True,62.0,0.04699134826660156,0.0,"[0, 3, 12, 0, 3, 16, 43, 29, 52, 34, 27, 62]","[0, 8, 15, 3, 12, 4, 5, 7, 5, 5, 4, 0]",quantile_0.9,43.0
j10,9,2,proactive_quantile_0.9,60,True,64.0,0.04699134826660156,0.000997304916381836,"[0, 3, 12, 0, 3, 16, 43, 29, 52, 34, 27, 62]","[0, 5, 13, 1, 5, 6, 8, 9, 12, 2, 7, 0]",quantile_0.9,45.0
j10,9,2,proactive_quantile_0.9,60,True,64.0,0.04699134826660156,0.0,"[0, 3, 12, 0, 3, 16, 43, 29, 52, 34, 27, 62]","[0, 1, 9, 2, 12, 11, 8, 8, 12, 2, 1, 0]",quantile_0.9,54.0
j10,9,2,proactive_quantile_0.9,60,True,62.0,0.04699134826660156,0.0,"[0, 3, 12, 0, 3, 16, 43, 29, 52, 34, 27, 62]","[0, 5, 4, 1, 11, 5, 9, 9, 6, 7, 6, 0]",quantile_0.9,44.0
j10,9,2,proactive_quantile_0.9,60,True,62.0,0.04699134826660156,0.0,"[0, 3, 12, 0, 3, 16, 43, 29, 52, 34, 27, 62]","[0, 2, 12, 1, 11, 3, 5, 2, 6, 3, 1, 0]",quantile_0.9,34.0
j10,9,2,proactive_quantile_0.9,60,True,64.0,0.04699134826660156,0.0,"[0, 3, 12, 0, 3, 16, 43, 29, 52, 34, 27, 62]","[0, 5, 12, 3, 10, 9, 9, 8, 12, 4, 7, 0]",quantile_0.9,54.0
j10,9,2,proactive_quantile_0.9,60,True,62.0,0.04699134826660156,0.0,"[0, 3, 12, 0, 3, 16, 43, 29, 52, 34, 27, 62]","[0, 8, 7, 2, 12, 5, 7, 10, 3, 3, 3, 0]",quantile_0.9,42.0
j10,9,2,proactive_quantile_0.9,60,True,62.0,0.04699134826660156,0.0,"[0, 3, 12, 0, 3, 16, 43, 29, 52, 34, 27, 62]","[0, 8, 10, 2, 10, 5, 1, 10, 10, 8, 2, 0]",quantile_0.9,45.0
j10,9,2,proactive_quantile_0.9,60,True,62.0,0.04699134826660156,0.0009999275207519531,"[0, 3, 12, 0, 3, 16, 43, 29, 52, 34, 27, 62]","[0, 2, 6, 1, 11, 8, 5, 7, 9, 3, 5, 0]",quantile_0.9,44.0
j10,10,2,proactive_quantile_0.9,60,True,52.0,0.04701519012451172,0.0009942054748535156,"[0, 0, 10, 8, 15, 15, 33, 22, 45, 28, 38, 52]","[0, 6, 4, 1, 1, 12, 4, 6, 1, 1, 2, 0]",quantile_0.9,31.0
j10,10,2,proactive_quantile_0.9,60,True,52.0,0.04701519012451172,0.0010001659393310547,"[0, 0, 10, 8, 15, 15, 33, 22, 45, 28, 38, 52]","[0, 5, 5, 1, 2, 5, 5, 7, 6, 3, 5, 0]",quantile_0.9,38.0
j10,10,2,proactive_quantile_0.9,60,True,52.0,0.04701519012451172,0.00099945068359375,"[0, 0, 10, 8, 15, 15, 33, 22, 45, 28, 38, 52]","[0, 4, 5, 1, 5, 5, 5, 2, 2, 1, 7, 0]",quantile_0.9,34.0
j10,10,2,proactive_quantile_0.9,60,True,52.0,0.04701519012451172,0.0,"[0, 0, 10, 8, 15, 15, 33, 22, 45, 28, 38, 52]","[0, 6, 2, 2, 6, 9, 2, 2, 1, 5, 2, 0]",quantile_0.9,28.0
j10,10,2,proactive_quantile_0.9,60,True,53.0,0.04701519012451172,0.0,"[0, 0, 10, 8, 15, 15, 33, 22, 45, 28, 38, 52]","[0, 1, 1, 2, 4, 13, 2, 1, 8, 4, 7, 0]",quantile_0.9,39.0
j10,10,2,proactive_quantile_0.9,60,True,56.0,0.04701519012451172,0.0010001659393310547,"[0, 0, 10, 8, 15, 15, 33, 22, 45, 28, 38, 52]","[0, 6, 2, 2, 4, 7, 1, 2, 11, 5, 1, 0]",quantile_0.9,32.0
j10,10,2,proactive_quantile_0.9,60,True,52.0,0.04701519012451172,0.0,"[0, 0, 10, 8, 15, 15, 33, 22, 45, 28, 38, 52]","[0, 6, 4, 2, 3, 3, 5, 2, 3, 3, 2, 0]",quantile_0.9,28.0
j10,10,2,proactive_quantile_0.9,60,True,52.0,0.04701519012451172,0.0,"[0, 0, 10, 8, 15, 15, 33, 22, 45, 28, 38, 52]","[0, 1, 2, 2, 7, 10, 5, 4, 6, 2, 4, 0]",quantile_0.9,37.0
j10,10,2,proactive_quantile_0.9,60,True,56.0,0.04701519012451172,0.000997304916381836,"[0, 0, 10, 8, 15, 15, 33, 22, 45, 28, 38, 52]","[0, 7, 1, 1, 3, 13, 2, 4, 11, 1, 1, 0]",quantile_0.9,36.0
j10,10,2,proactive_quantile_0.9,60,True,52.0,0.04701519012451172,0.0,"[0, 0, 10, 8, 15, 15, 33, 22, 45, 28, 38, 52]","[0, 8, 2, 2, 6, 6, 1, 1, 7, 5, 6, 0]",quantile_0.9,37.0
