instance_folder,instance_id,noise_factor,method,time_limit,feasibility,obj,time_offline,time_online,start_times,real_durations,mode,obj_pi
j10,10,2,proactive_SAA_smart,180,True,52.0,0.43200230598449707,0.0,"[0, 0, 10, 8, 15, 15, 40, 22, 45, 28, 33, 52]","[0, 6, 4, 1, 1, 12, 4, 6, 1, 1, 2, 0]",SAA_smart,31.0
j10,10,2,proactive_SAA_smart,180,True,52.0,0.43200230598449707,0.0,"[0, 0, 10, 8, 15, 15, 40, 22, 45, 28, 33, 52]","[0, 5, 5, 1, 2, 5, 5, 7, 6, 3, 5, 0]",SAA_smart,38.0
j10,10,2,proactive_SAA_smart,180,True,52.0,0.43200230598449707,0.0,"[0, 0, 10, 8, 15, 15, 40, 22, 45, 28, 33, 52]","[0, 4, 5, 1, 5, 5, 5, 2, 2, 1, 7, 0]",SAA_smart,34.0
j10,10,2,proactive_SAA_smart,180,True,52.0,0.43200230598449707,0.0,"[0, 0, 10, 8, 15, 15, 40, 22, 45, 28, 33, 52]","[0, 6, 2, 2, 6, 9, 2, 2, 1, 5, 2, 0]",SAA_smart,28.0
j10,10,2,proactive_SAA_smart,180,True,53.0,0.43200230598449707,0.0,"[0, 0, 10, 8, 15, 15, 40, 22, 45, 28, 33, 52]","[0, 1, 1, 2, 4, 13, 2, 1, 8, 4, 7, 0]",SAA_smart,39.0
j10,10,2,proactive_SAA_smart,180,True,56.0,0.43200230598449707,0.0,"[0, 0, 10, 8, 15, 15, 40, 22, 45, 28, 33, 52]","[0, 6, 2, 2, 4, 7, 1, 2, 11, 5, 1, 0]",SAA_smart,32.0
j10,10,2,proactive_SAA_smart,180,True,52.0,0.43200230598449707,0.0,"[0, 0, 10, 8, 15, 15, 40, 22, 45, 28, 33, 52]","[0, 6, 4, 2, 3, 3, 5, 2, 3, 3, 2, 0]",SAA_smart,28.0
j10,10,2,proactive_SAA_smart,180,True,52.0,0.43200230598449707,0.0,"[0, 0, 10, 8, 15, 15, 40, 22, 45, 28, 33, 52]","[0, 1, 2, 2, 7, 10, 5, 4, 6, 2, 4, 0]",SAA_smart,37.0
j10,10,2,proactive_SAA_smart,180,True,56.0,0.43200230598449707,0.0,"[0, 0, 10, 8, 15, 15, 40, 22, 45, 28, 33, 52]","[0, 7, 1, 1, 3, 13, 2, 4, 11, 1, 1, 0]",SAA_smart,36.0
j10,10,2,proactive_SAA_smart,180,True,52.0,0.43200230598449707,0.0,"[0, 0, 10, 8, 15, 15, 40, 22, 45, 28, 33, 52]","[0, 8, 2, 2, 6, 6, 1, 1, 7, 5, 6, 0]",SAA_smart,37.0
