instance_folder,instance_id,noise_factor,obj,method,time_limit_rescheduling,time_limit_initial,solver_calls,feasibility,real_durations,estimated_start_times,start_times,time_offline,time_online,mode,estimated_durations,obj_pi
j10,1,2,inf,reactive_quantile_0.5,2,60,1,False,"[0, 4, 15, 1, 2, 4, 6, 3, 1, 2, 1, 0]","[0, 6, 0, 0, 0, 7, 28, 14, 28, 15, 8, 33]",,inf,inf,quantile_0.5,"[0, 4, 15, 1, 2, 4, 8, 14, 3, 9, 1, 0]",26.0
j10,1,2,29.0,reactive_quantile_0.5,2,60,1,True,"[0, 5, 9, 2, 3, 5, 7, 8, 3, 5, 2, 0]","[0, 6, 0, 0, 0, 7, 28, 14, 28, 15, 8, 33]","[0, 6, 0, 0, 0, 7, 22, 14, 24, 15, 8, 27]",0.02399921417236328,0.12100362777709961,quantile_0.5,"[0, 5, 9, 2, 3, 5, 8, 8, 3, 5, 2, 0]",27.0
j10,1,2,32.0,reactive_quantile_0.5,2,60,1,True,"[0, 5, 13, 5, 3, 5, 8, 10, 2, 2, 2, 0]","[0, 6, 0, 0, 0, 7, 28, 14, 28, 15, 8, 33]","[0, 6, 0, 0, 0, 7, 24, 14, 24, 15, 8, 29]",0.02599787712097168,0.12700486183166504,quantile_0.5,"[0, 5, 13, 5, 3, 5, 8, 10, 2, 2, 2, 0]",31.0
j10,1,2,26.0,reactive_quantile_0.5,2,60,1,True,"[0, 1, 9, 2, 2, 2, 2, 3, 1, 2, 1, 0]","[0, 6, 0, 0, 0, 7, 28, 14, 28, 15, 8, 33]","[0, 6, 0, 0, 0, 7, 9, 14, 24, 15, 8, 26]",0.02500462532043457,0.24699974060058594,quantile_0.5,"[0, 1, 9, 2, 2, 2, 2, 3, 1, 2, 1, 0]",26.0
j10,1,2,31.0,reactive_quantile_0.5,2,60,1,True,"[0, 1, 6, 3, 2, 1, 7, 10, 3, 6, 2, 0]","[0, 6, 0, 0, 0, 7, 28, 14, 28, 15, 8, 33]","[0, 6, 0, 0, 0, 7, 24, 14, 24, 15, 8, 29]",0.026004552841186523,0.17400145530700684,quantile_0.5,"[0, 1, 6, 3, 2, 1, 8, 10, 3, 6, 2, 0]",27.0
j10,1,2,inf,reactive_quantile_0.5,2,60,1,False,"[0, 2, 6, 5, 1, 2, 4, 15, 3, 5, 1, 0]","[0, 6, 0, 0, 0, 7, 28, 14, 28, 15, 8, 33]",,inf,inf,quantile_0.5,"[0, 2, 6, 5, 1, 2, 8, 15, 3, 5, 1, 0]",29.0
j10,1,2,27.0,reactive_quantile_0.5,2,60,1,True,"[0, 4, 12, 3, 1, 5, 2, 5, 3, 9, 1, 0]","[0, 6, 0, 0, 0, 7, 28, 14, 28, 15, 8, 33]","[0, 6, 0, 0, 0, 7, 12, 14, 24, 15, 8, 26]",0.026997804641723633,0.20401525497436523,quantile_0.5,"[0, 4, 12, 3, 1, 5, 2, 5, 3, 9, 1, 0]",27.0
j10,1,2,26.0,reactive_quantile_0.5,2,60,1,True,"[0, 2, 6, 5, 4, 2, 4, 9, 1, 1, 1, 0]","[0, 6, 0, 0, 0, 7, 28, 14, 28, 15, 8, 33]","[0, 6, 0, 0, 0, 7, 9, 14, 24, 15, 8, 26]",0.025997638702392578,0.22300195693969727,quantile_0.5,"[0, 2, 6, 5, 4, 2, 4, 9, 1, 1, 1, 0]",26.0
j10,1,2,28.0,reactive_quantile_0.5,2,60,1,True,"[0, 3, 10, 2, 4, 5, 3, 3, 1, 8, 2, 0]","[0, 6, 0, 0, 0, 7, 28, 14, 28, 15, 8, 33]","[0, 6, 0, 0, 0, 7, 23, 14, 24, 15, 8, 28]",0.027003049850463867,0.19400334358215332,quantile_0.5,"[0, 3, 10, 2, 4, 5, 3, 3, 1, 8, 2, 0]",26.0
j10,1,2,29.0,reactive_quantile_0.5,2,60,1,True,"[0, 2, 4, 4, 1, 1, 6, 9, 1, 6, 1, 0]","[0, 6, 0, 0, 0, 7, 28, 14, 28, 15, 8, 33]","[0, 6, 0, 0, 0, 7, 23, 14, 24, 15, 8, 28]",0.025000810623168945,0.2239997386932373,quantile_0.5,"[0, 2, 4, 4, 1, 1, 8, 9, 1, 6, 1, 0]",26.0
j10,3,2,45.0,reactive_quantile_0.5,2,60,1,True,"[0, 2, 9, 2, 14, 6, 1, 1, 2, 15, 8, 0]","[0, 20, 0, 22, 25, 11, 20, 22, 36, 30, 27, 41]","[0, 20, 0, 22, 25, 11, 20, 22, 36, 30, 27, 41]",0.02698516845703125,0.20801377296447754,quantile_0.5,"[0, 2, 9, 2, 14, 6, 1, 1, 2, 14, 8, 0]",37.0
j10,3,2,45.0,reactive_quantile_0.5,2,60,1,True,"[0, 2, 7, 2, 5, 5, 3, 5, 4, 15, 3, 0]","[0, 20, 0, 22, 25, 11, 20, 22, 36, 30, 27, 41]","[0, 20, 0, 22, 25, 11, 20, 22, 30, 30, 27, 40]",0.027010202407836914,0.20801043510437012,quantile_0.5,"[0, 2, 7, 2, 5, 5, 3, 5, 4, 14, 3, 0]",41.0
j10,3,2,42.0,reactive_quantile_0.5,2,60,1,True,"[0, 1, 8, 2, 4, 8, 1, 7, 6, 12, 8, 0]","[0, 20, 0, 22, 25, 11, 20, 22, 36, 30, 27, 41]","[0, 20, 0, 22, 25, 11, 20, 22, 36, 30, 27, 41]",0.026996374130249023,0.22400259971618652,quantile_0.5,"[0, 1, 8, 2, 4, 8, 1, 7, 6, 14, 8, 0]",40.0
j10,3,2,41.0,reactive_quantile_0.5,2,60,1,True,"[0, 2, 7, 2, 4, 1, 5, 2, 1, 11, 4, 0]","[0, 20, 0, 22, 25, 11, 20, 22, 36, 30, 27, 41]","[0, 20, 0, 22, 25, 11, 20, 22, 25, 30, 27, 40]",0.026999950408935547,0.17499351501464844,quantile_0.5,"[0, 2, 7, 2, 4, 1, 5, 2, 1, 14, 4, 0]",34.0
j10,3,2,42.0,reactive_quantile_0.5,2,60,1,True,"[0, 2, 11, 2, 11, 8, 4, 7, 6, 4, 4, 0]","[0, 20, 0, 22, 25, 11, 20, 22, 36, 30, 27, 41]","[0, 20, 0, 22, 25, 11, 20, 22, 36, 30, 27, 41]",0.027004003524780273,0.2220015525817871,quantile_0.5,"[0, 2, 11, 2, 11, 8, 4, 7, 6, 4, 4, 0]",38.0
j10,3,2,42.0,reactive_quantile_0.5,2,60,1,True,"[0, 1, 9, 2, 14, 5, 1, 6, 4, 12, 3, 0]","[0, 20, 0, 22, 25, 11, 20, 22, 36, 30, 27, 41]","[0, 20, 0, 22, 25, 11, 20, 22, 36, 30, 27, 41]",0.02899336814880371,0.2270033359527588,quantile_0.5,"[0, 1, 9, 2, 14, 5, 1, 6, 4, 14, 3, 0]",39.0
j10,3,2,41.0,reactive_quantile_0.5,2,60,1,True,"[0, 2, 1, 5, 12, 3, 3, 2, 1, 9, 4, 0]","[0, 20, 0, 22, 25, 11, 20, 22, 36, 30, 27, 41]","[0, 20, 0, 22, 25, 11, 20, 22, 36, 30, 27, 41]",0.026996612548828125,0.1990036964416504,quantile_0.5,"[0, 2, 1, 5, 12, 3, 3, 2, 1, 9, 4, 0]",35.0
j10,3,2,43.0,reactive_quantile_0.5,2,60,1,True,"[0, 2, 8, 5, 14, 6, 2, 4, 7, 11, 1, 0]","[0, 20, 0, 22, 25, 11, 20, 22, 36, 30, 27, 41]","[0, 20, 0, 22, 25, 11, 20, 22, 36, 30, 27, 41]",0.026999950408935547,0.1990056037902832,quantile_0.5,"[0, 2, 8, 5, 14, 6, 2, 4, 7, 11, 1, 0]",36.0
j10,3,2,43.0,reactive_quantile_0.5,2,60,1,True,"[0, 1, 11, 2, 10, 4, 5, 3, 7, 3, 9, 0]","[0, 20, 0, 22, 25, 11, 20, 22, 36, 30, 27, 41]","[0, 20, 0, 22, 25, 11, 20, 22, 36, 30, 27, 41]",0.026999711990356445,0.17999887466430664,quantile_0.5,"[0, 1, 11, 2, 10, 4, 5, 3, 8, 3, 9, 0]",38.0
