,instance_folder,instance_id,noise_factor,sample,sample_durations,time_limit,obj_gap,obj_value,solve_time,solver_status
0,j20,1,0.5,0,"[0, 6, 2, 8, 2, 2, 2, 7, 1, 7, 1, 2, 8, 1, 4, 1, 2, 2, 5, 4, 3, 0]",600,0.0,44.0,0.048,Optimal
1,j20,1,0.5,1,"[0, 6, 2, 8, 2, 2, 2, 9, 1, 7, 1, 2, 9, 1, 4, 1, 2, 2, 7, 4, 3, 0]",600,0.0,45.0,0.034,Optimal
2,j20,1,0.5,2,"[0, 5, 2, 8, 2, 2, 2, 9, 1, 6, 1, 2, 8, 1, 6, 1, 2, 2, 7, 3, 4, 0]",600,0.0,45.0,0.033,Optimal
3,j20,1,0.5,3,"[0, 6, 2, 9, 2, 2, 2, 9, 1, 6, 1, 2, 9, 1, 5, 1, 2, 2, 6, 4, 4, 0]",600,0.0,46.0,0.035,Optimal
4,j20,1,0.5,4,"[0, 6, 2, 10, 2, 2, 2, 8, 1, 7, 1, 2, 7, 1, 4, 1, 2, 2, 6, 3, 3, 0]",600,0.0,44.0,0.034,Optimal
5,j20,1,0.5,5,"[0, 6, 2, 10, 2, 2, 2, 8, 1, 6, 1, 2, 9, 1, 6, 1, 2, 2, 6, 4, 4, 0]",600,0.0,47.0,0.033,Optimal
6,j20,1,0.5,6,"[0, 5, 2, 8, 2, 2, 2, 8, 1, 6, 1, 2, 9, 1, 4, 1, 2, 2, 5, 4, 4, 0]",600,0.0,45.0,0.034,Optimal
7,j20,1,0.5,7,"[0, 6, 2, 10, 2, 2, 2, 7, 1, 6, 1, 2, 8, 1, 6, 1, 2, 2, 7, 4, 3, 0]",600,0.0,45.0,0.034,Optimal
8,j20,1,0.5,8,"[0, 7, 2, 9, 2, 2, 2, 9, 1, 7, 1, 2, 7, 1, 5, 1, 2, 2, 6, 5, 3, 0]",600,0.0,45.0,0.023,Optimal
9,j20,1,0.5,9,"[0, 5, 2, 10, 2, 2, 2, 9, 1, 7, 1, 2, 7, 1, 6, 1, 2, 2, 7, 5, 3, 0]",600,0.0,47.0,0.038,Optimal
10,j20,2,0.5,0,"[0, 6, 8, 6, 1, 2, 7, 4, 6, 8, 6, 1, 1, 7, 4, 1, 2, 3, 6, 8, 6, 0]",600,,,0.003,Infeasible
11,j20,2,0.5,1,"[0, 5, 10, 7, 1, 2, 8, 3, 6, 10, 5, 1, 1, 8, 5, 1, 2, 5, 4, 8, 5, 0]",600,,,0.003,Infeasible
12,j20,2,0.5,2,"[0, 7, 8, 8, 1, 2, 7, 4, 7, 9, 7, 1, 1, 8, 4, 1, 2, 3, 4, 8, 4, 0]",600,,,0.003,Infeasible
13,j20,2,0.5,3,"[0, 5, 9, 8, 1, 2, 7, 3, 8, 10, 6, 1, 1, 8, 4, 1, 2, 3, 4, 8, 4, 0]",600,,,0.003,Infeasible
14,j20,2,0.5,4,"[0, 7, 8, 6, 1, 2, 7, 4, 8, 8, 5, 1, 1, 8, 5, 1, 2, 5, 5, 7, 6, 0]",600,,,0.003,Infeasible
15,j20,2,0.5,5,"[0, 6, 10, 7, 1, 2, 6, 4, 7, 10, 5, 1, 1, 7, 5, 1, 2, 5, 5, 7, 6, 0]",600,,,0.003,Infeasible
16,j20,2,0.5,6,"[0, 7, 10, 6, 1, 2, 6, 4, 7, 9, 5, 1, 1, 7, 4, 1, 2, 4, 6, 7, 5, 0]",600,,,0.003,Infeasible
17,j20,2,0.5,7,"[0, 7, 10, 6, 1, 2, 7, 4, 6, 8, 5, 1, 1, 9, 3, 1, 2, 4, 4, 8, 4, 0]",600,,,0.003,Infeasible
18,j20,2,0.5,8,"[0, 5, 10, 6, 1, 2, 7, 5, 6, 9, 6, 1, 1, 7, 5, 1, 2, 3, 4, 7, 4, 0]",600,,,0.003,Infeasible
19,j20,2,0.5,9,"[0, 6, 10, 6, 1, 2, 7, 3, 8, 9, 7, 1, 1, 7, 3, 1, 2, 5, 6, 9, 4, 0]",600,,,0.003,Infeasible
20,j20,3,0.5,0,"[0, 8, 6, 4, 6, 4, 6, 2, 3, 7, 1, 5, 6, 6, 9, 5, 6, 7, 7, 9, 3, 0]",600,,,0.003,Infeasible
21,j20,3,0.5,1,"[0, 7, 6, 6, 5, 4, 8, 2, 5, 6, 1, 6, 6, 8, 7, 6, 5, 8, 6, 9, 3, 0]",600,0.0,76.0,0.095,Optimal
22,j20,3,0.5,2,"[0, 8, 7, 4, 5, 4, 6, 2, 3, 7, 1, 7, 6, 6, 9, 6, 5, 8, 6, 8, 3, 0]",600,0.0,75.0,0.111,Optimal
23,j20,3,0.5,3,"[0, 8, 6, 6, 5, 3, 7, 2, 4, 8, 1, 5, 5, 7, 9, 6, 5, 7, 7, 9, 4, 0]",600,,,0.003,Infeasible
24,j20,3,0.5,4,"[0, 9, 7, 4, 6, 4, 8, 2, 3, 6, 1, 7, 7, 7, 7, 6, 6, 9, 5, 8, 4, 0]",600,0.0,77.0,0.134,Optimal
25,j20,3,0.5,5,"[0, 8, 7, 5, 5, 3, 7, 2, 4, 8, 1, 5, 6, 8, 9, 4, 5, 8, 5, 8, 4, 0]",600,0.0,72.0,0.061,Optimal
26,j20,3,0.5,6,"[0, 7, 8, 4, 6, 3, 7, 2, 3, 6, 1, 7, 5, 7, 9, 4, 5, 8, 5, 10, 3, 0]",600,0.0,74.0,0.065,Optimal
27,j20,3,0.5,7,"[0, 7, 6, 4, 6, 5, 6, 2, 4, 6, 1, 7, 6, 8, 7, 4, 6, 9, 7, 8, 4, 0]",600,,,0.003,Infeasible
28,j20,3,0.5,8,"[0, 9, 8, 6, 7, 3, 8, 2, 4, 7, 1, 7, 5, 8, 7, 6, 5, 8, 6, 10, 4, 0]",600,0.0,80.0,0.079,Optimal
29,j20,3,0.5,9,"[0, 8, 6, 6, 5, 4, 6, 2, 4, 7, 1, 5, 6, 7, 8, 6, 5, 7, 5, 10, 4, 0]",600,0.0,73.0,0.067,Optimal
30,j20,4,0.5,0,"[0, 1, 4, 4, 5, 1, 1, 4, 1, 8, 4, 2, 1, 4, 1, 1, 1, 7, 5, 3, 8, 0]",600,,,0.003,Infeasible
