instance_folder,instance_id,noise_factor,method,time_limit_cp_stnu,can_build_stnu,dc,obj,feasibility,real_durations,start_times,time_offline,time_online,mode,obj_pi
j20,1,2,STNU_robust,60,,False,inf,False,"[0, 5, 1, 15, 2, 5, 2, 11, 3, 5, 2, 3, 10, 1, 7, 1, 2, 3, 7, 7, 3, 0]",,inf,inf,robust,56.0
j20,1,2,STNU_robust,60,,False,inf,False,"[0, 8, 1, 9, 2, 3, 5, 9, 1, 8, 2, 2, 5, 2, 6, 1, 3, 1, 8, 6, 1, 0]",,inf,inf,robust,51.0
j20,2,2,STNU_robust,60,,False,inf,False,"[0, 6, 14, 10, 2, 4, 7, 8, 2, 3, 2, 1, 2, 9, 2, 1, 5, 7, 6, 5, 5, 0]",,inf,inf,robust,49.0
j20,3,2,STNU_robust,60,,False,inf,False,"[0, 13, 2, 9, 8, 8, 3, 2, 6, 5, 1, 9, 7, 6, 8, 7, 3, 14, 6, 14, 6, 0]",,inf,inf,robust,90.0
j20,3,2,STNU_robust,60,,False,inf,False,"[0, 11, 6, 5, 8, 8, 6, 2, 1, 4, 1, 11, 8, 3, 10, 9, 5, 3, 2, 15, 2, 0]",,inf,inf,robust,76.0
j20,3,2,STNU_robust,60,,False,inf,False,"[0, 4, 12, 5, 7, 1, 8, 2, 3, 3, 2, 5, 11, 2, 10, 9, 6, 10, 1, 12, 4, 0]",,inf,inf,robust,87.0
j20,3,2,STNU_robust,60,,False,inf,False,"[0, 12, 3, 5, 5, 4, 8, 1, 4, 10, 2, 3, 8, 7, 8, 5, 6, 11, 6, 11, 6, 0]",,inf,inf,robust,81.0
j20,3,2,STNU_robust,60,,False,inf,False,"[0, 14, 3, 2, 9, 7, 9, 1, 5, 12, 2, 4, 5, 4, 3, 4, 6, 4, 3, 7, 4, 0]",,inf,inf,robust,67.0
j20,4,2,STNU_robust,60,,False,inf,False,"[0, 1, 1, 4, 11, 2, 1, 7, 3, 8, 2, 2, 1, 9, 2, 2, 1, 13, 5, 1, 6, 0]",,inf,inf,robust,58.0
j20,4,2,STNU_robust,60,,False,inf,False,"[0, 2, 3, 1, 5, 2, 2, 3, 3, 12, 1, 2, 3, 8, 2, 1, 2, 8, 4, 7, 11, 0]",,inf,inf,robust,54.0
j20,4,2,STNU_robust,60,,False,inf,False,"[0, 1, 3, 8, 8, 2, 2, 4, 1, 13, 7, 1, 1, 8, 2, 2, 2, 6, 1, 1, 9, 0]",,inf,inf,robust,48.0
j20,4,2,STNU_robust,60,,False,inf,False,"[0, 1, 1, 3, 7, 3, 1, 1, 3, 8, 2, 3, 1, 7, 1, 1, 2, 4, 3, 2, 8, 0]",,inf,inf,robust,41.0
j20,4,2,STNU_robust,60,,False,inf,False,"[0, 1, 3, 1, 8, 2, 1, 2, 2, 10, 1, 2, 2, 2, 3, 2, 1, 7, 7, 6, 11, 0]",,inf,inf,robust,44.0
j20,5,2,STNU_robust,60,,False,inf,False,"[0, 2, 9, 2, 6, 1, 1, 2, 10, 2, 5, 9, 11, 3, 7, 1, 8, 4, 7, 3, 5, 0]",,inf,inf,robust,77.0
j20,5,2,STNU_robust,60,,False,inf,False,"[0, 3, 10, 1, 7, 10, 4, 2, 10, 2, 5, 14, 7, 4, 9, 1, 3, 4, 13, 8, 8, 0]",,inf,inf,robust,86.0
j20,5,2,STNU_robust,60,,False,inf,False,"[0, 2, 8, 4, 11, 1, 9, 2, 10, 2, 2, 6, 2, 9, 9, 1, 8, 8, 5, 6, 4, 0]",,inf,inf,robust,77.0
j20,5,2,STNU_robust,60,,False,inf,False,"[0, 1, 2, 5, 10, 9, 3, 2, 4, 3, 5, 10, 4, 7, 3, 2, 5, 8, 9, 3, 8, 0]",,inf,inf,robust,73.0
j20,5,2,STNU_robust,60,,False,inf,False,"[0, 1, 2, 2, 9, 8, 1, 1, 13, 2, 4, 7, 4, 1, 14, 2, 8, 3, 5, 5, 4, 0]",,inf,inf,robust,74.0
j20,6,2,STNU_robust,60,,False,inf,False,"[0, 4, 7, 8, 9, 5, 7, 8, 10, 2, 5, 12, 1, 5, 3, 3, 6, 13, 8, 3, 2, 0]",,inf,inf,robust,82.0
j20,6,2,STNU_robust,60,,False,inf,False,"[0, 3, 9, 8, 1, 7, 8, 2, 13, 1, 7, 3, 7, 6, 6, 4, 3, 4, 6, 6, 3, 0]",,inf,inf,robust,82.0
j20,7,2,STNU_robust,60,True,True,72.0,True,"[0, 7, 1, 11, 2, 6, 1, 3, 2, 9, 15, 3, 2, 3, 1, 8, 3, 5, 1, 3, 4, 0]","[0, 0, 26, 7, 24, 18, 0, 18, 1, 46, 8, 62, 28, 26, 34, 26, 66, 46, 65, 43, 39, 72]",0.5049300193786621,0.018725872039794922,robust,68.0
j20,7,2,STNU_robust,60,True,True,77.0,True,"[0, 6, 2, 4, 3, 1, 2, 12, 2, 8, 12, 2, 1, 5, 2, 11, 9, 4, 3, 2, 10, 0]","[0, 0, 23, 6, 20, 10, 0, 10, 2, 48, 7, 64, 25, 23, 33, 25, 68, 48, 67, 46, 36, 74]",0.5049300193786621,0.018725872039794922,robust,69.0
j20,7,2,STNU_robust,60,True,True,75.0,True,"[0, 9, 3, 8, 2, 4, 5, 11, 2, 12, 7, 1, 6, 4, 2, 5, 1, 5, 2, 3, 9, 0]","[0, 0, 24, 8, 22, 16, 0, 16, 5, 49, 9, 65, 27, 24, 35, 27, 69, 49, 68, 46, 37, 75]",0.5049300193786621,0.018457889556884766,robust,65.0
j20,7,2,STNU_robust,60,True,True,78.0,True,"[0, 9, 3, 12, 1, 7, 2, 6, 3, 9, 7, 2, 2, 4, 3, 11, 1, 3, 3, 2, 9, 0]","[0, 0, 28, 8, 27, 20, 0, 20, 2, 52, 9, 68, 31, 28, 35, 27, 72, 52, 71, 50, 41, 78]",0.5049300193786621,0.018619775772094727,robust,65.0
j20,7,2,STNU_robust,60,True,True,71.0,True,"[0, 5, 1, 13, 3, 1, 1, 10, 2, 3, 6, 1, 1, 6, 2, 9, 5, 6, 3, 3, 7, 0]","[0, 0, 22, 5, 19, 18, 0, 18, 1, 45, 6, 61, 24, 22, 32, 24, 65, 45, 64, 42, 35, 71]",0.5049300193786621,0.01859283447265625,robust,65.0
j20,7,2,STNU_robust,60,True,True,81.0,True,"[0, 9, 2, 11, 1, 5, 5, 10, 2, 6, 12, 1, 5, 3, 1, 13, 8, 2, 2, 1, 12, 0]","[0, 0, 25, 8, 24, 19, 0, 19, 5, 53, 9, 69, 27, 25, 35, 27, 73, 53, 72, 52, 40, 79]",0.5049300193786621,0.018548965454101562,robust,71.0
j20,7,2,STNU_robust,60,True,True,82.0,True,"[0, 6, 1, 15, 2, 9, 3, 6, 2, 4, 15, 1, 8, 3, 3, 9, 1, 3, 3, 7, 4, 0]","[0, 0, 32, 6, 30, 21, 0, 21, 3, 56, 7, 72, 34, 32, 39, 25, 76, 56, 75, 49, 45, 82]",0.5049300193786621,0.018615007400512695,robust,66.0
j20,7,2,STNU_robust,60,True,True,73.0,True,"[0, 9, 1, 9, 2, 2, 3, 7, 3, 2, 9, 2, 6, 2, 3, 4, 6, 5, 3, 1, 9, 0]","[0, 0, 24, 8, 22, 17, 0, 17, 3, 47, 9, 63, 26, 24, 35, 27, 67, 47, 66, 46, 37, 73]",0.5049300193786621,0.018526077270507812,robust,65.0
j20,7,2,STNU_robust,60,True,True,79.0,True,"[0, 10, 2, 8, 1, 4, 2, 4, 3, 6, 7, 3, 6, 1, 1, 14, 3, 8, 2, 6, 6, 0]","[0, 0, 23, 8, 22, 16, 0, 16, 2, 53, 10, 69, 25, 23, 36, 27, 73, 53, 72, 47, 41, 79]",0.5049300193786621,0.018560171127319336,robust,65.0
j20,7,2,STNU_robust,60,True,True,72.0,True,"[0, 7, 1, 8, 1, 2, 2, 11, 3, 9, 3, 1, 3, 6, 1, 5, 1, 4, 2, 6, 3, 0]","[0, 0, 22, 7, 21, 15, 0, 15, 2, 46, 8, 62, 24, 22, 34, 26, 66, 44, 65, 38, 35, 72]",0.5049300193786621,0.019434213638305664,robust,65.0
j20,8,2,STNU_robust,60,True,True,79.0,True,"[0, 7, 10, 12, 2, 2, 1, 1, 2, 10, 15, 9, 11, 5, 7, 7, 6, 3, 5, 2, 5, 0]","[0, 12, 0, 0, 0, 25, 24, 12, 12, 47, 9, 38, 27, 66, 70, 47, 47, 71, 57, 54, 61, 79]",0.4807610511779785,0.01825714111328125,robust,71.0
j20,8,2,STNU_robust,60,True,True,85.0,True,"[0, 12, 4, 7, 2, 2, 7, 1, 7, 12, 12, 10, 8, 12, 4, 1, 5, 2, 1, 1, 4, 0]","[0, 9, 0, 0, 0, 26, 19, 7, 7, 49, 7, 39, 28, 67, 71, 49, 48, 79, 61, 50, 63, 85]",0.4807610511779785,0.018043041229248047,robust,72.0
j20,8,2,STNU_robust,60,True,True,79.0,True,"[0, 12, 11, 11, 3, 2, 4, 7, 6, 4, 12, 6, 6, 11, 4, 4, 5, 5, 1, 2, 4, 0]","[0, 11, 0, 0, 0, 25, 21, 11, 11, 44, 9, 38, 27, 62, 66, 44, 47, 73, 50, 48, 58, 79]",0.4807610511779785,0.017935752868652344,robust,63.0
j20,8,2,STNU_robust,60,True,True,81.0,True,"[0, 11, 4, 3, 1, 2, 3, 8, 8, 13, 12, 11, 8, 12, 6, 8, 7, 8, 6, 1, 4, 0]","[0, 6, 0, 0, 0, 19, 16, 4, 3, 43, 4, 32, 21, 61, 65, 43, 41, 73, 56, 51, 57, 79]",0.4807610511779785,0.0189969539642334,robust,77.0
j20,8,2,STNU_robust,60,True,True,79.0,True,"[0, 7, 11, 6, 3, 1, 1, 3, 11, 10, 10, 12, 9, 6, 13, 7, 7, 1, 1, 2, 2, 0]","[0, 11, 0, 0, 0, 18, 17, 11, 6, 46, 6, 34, 23, 62, 66, 46, 43, 68, 56, 53, 60, 75]",0.4807610511779785,0.02121710777282715,robust,73.0
j20,8,2,STNU_robust,60,True,True,77.0,True,"[0, 3, 5, 3, 1, 2, 6, 7, 5, 8, 9, 5, 7, 14, 10, 6, 1, 5, 7, 1, 5, 0]","[0, 7, 0, 0, 0, 20, 14, 5, 3, 38, 5, 33, 22, 57, 61, 38, 42, 71, 46, 44, 52, 77]",0.4807610511779785,0.020400047302246094,robust,64.0
j20,8,2,STNU_robust,60,True,True,82.0,True,"[0, 11, 2, 5, 1, 2, 3, 8, 2, 10, 12, 11, 12, 15, 7, 1, 5, 2, 7, 1, 2, 0]","[0, 7, 0, 0, 0, 20, 17, 5, 5, 45, 5, 34, 22, 61, 65, 45, 42, 76, 55, 46, 59, 82]",0.4807610511779785,0.01873612403869629,robust,72.0
