instance_folder,instance_id,noise_factor,method,time_limit,feasibility,obj,time_offline,time_online,start_times,real_durations,mode,obj_pi
j30,2,2,proactive_quantile_0.9,60,False,inf,inf,inf,,"[0, 10, 10, 8, 6, 7, 2, 4, 1, 15, 4, 9, 9, 2, 3, 10, 9, 1, 9, 6, 7, 2, 3, 11, 4, 1, 10, 2, 11, 5, 1, 0]",quantile_0.9,108.0
j30,2,2,proactive_quantile_0.9,60,False,inf,inf,inf,,"[0, 4, 8, 6, 2, 3, 5, 6, 1, 9, 3, 8, 3, 1, 3, 11, 9, 2, 5, 3, 9, 1, 4, 11, 1, 1, 5, 1, 2, 5, 5, 0]",quantile_0.9,95.0
j30,4,2,proactive_quantile_0.9,60,False,inf,inf,inf,,"[0, 6, 10, 3, 3, 1, 2, 3, 3, 2, 1, 7, 4, 10, 10, 7, 4, 8, 10, 4, 9, 11, 1, 4, 11, 10, 2, 2, 1, 3, 7, 0]",quantile_0.9,86.0
j30,4,2,proactive_quantile_0.9,60,False,inf,inf,inf,,"[0, 12, 2, 7, 7, 1, 4, 7, 6, 1, 4, 1, 3, 10, 8, 8, 5, 8, 9, 6, 11, 14, 2, 3, 9, 10, 1, 1, 3, 4, 5, 0]",quantile_0.9,96.0
j30,4,2,proactive_quantile_0.9,60,False,inf,inf,inf,,"[0, 7, 4, 4, 14, 1, 4, 7, 4, 6, 8, 7, 4, 5, 7, 7, 1, 6, 4, 9, 6, 8, 7, 9, 6, 4, 1, 1, 3, 3, 1, 0]",quantile_0.9,90.0
j30,4,2,proactive_quantile_0.9,60,False,inf,inf,inf,,"[0, 5, 2, 5, 3, 1, 5, 2, 4, 2, 5, 7, 7, 12, 13, 9, 2, 9, 1, 1, 5, 12, 7, 2, 7, 10, 1, 2, 2, 1, 5, 0]",quantile_0.9,83.0
j30,6,2,proactive_quantile_0.9,60,False,inf,inf,inf,,"[0, 3, 1, 7, 5, 6, 7, 5, 6, 9, 11, 5, 6, 9, 8, 7, 2, 1, 3, 1, 13, 8, 1, 2, 9, 11, 9, 1, 1, 5, 1, 0]",quantile_0.9,101.0
j30,7,2,proactive_quantile_0.9,60,False,inf,inf,inf,,"[0, 3, 1, 3, 2, 2, 2, 9, 2, 2, 1, 15, 2, 1, 1, 2, 2, 3, 10, 1, 4, 1, 8, 2, 2, 5, 7, 11, 2, 4, 11, 0]",quantile_0.9,70.0
j30,9,2,proactive_quantile_0.9,60,False,inf,inf,inf,,"[0, 11, 10, 2, 2, 2, 5, 2, 10, 1, 6, 6, 13, 2, 11, 10, 3, 8, 2, 2, 4, 5, 1, 2, 2, 1, 11, 5, 1, 6, 12, 0]",quantile_0.9,114.0
j30,9,2,proactive_quantile_0.9,60,False,inf,inf,inf,,"[0, 4, 1, 5, 2, 4, 8, 8, 12, 2, 1, 9, 12, 4, 10, 10, 2, 7, 4, 2, 10, 4, 7, 1, 1, 1, 11, 8, 2, 10, 6, 0]",quantile_0.9,109.0
j30,9,2,proactive_quantile_0.9,60,False,inf,inf,inf,,"[0, 12, 1, 1, 2, 3, 6, 4, 2, 1, 6, 9, 7, 3, 14, 8, 2, 11, 4, 1, 5, 5, 8, 8, 2, 1, 10, 1, 1, 5, 3, 0]",quantile_0.9,97.0
j30,9,2,proactive_quantile_0.9,60,False,inf,inf,inf,,"[0, 12, 8, 5, 2, 9, 2, 1, 12, 1, 5, 3, 15, 2, 12, 11, 3, 6, 2, 3, 8, 3, 3, 7, 1, 2, 3, 7, 3, 5, 10, 0]",quantile_0.9,116.0
j30,9,2,proactive_quantile_0.9,60,False,inf,inf,inf,,"[0, 9, 1, 2, 3, 6, 7, 1, 8, 2, 6, 4, 5, 2, 8, 7, 3, 3, 8, 2, 9, 6, 8, 1, 2, 2, 10, 2, 3, 7, 7, 0]",quantile_0.9,98.0
j30,9,2,proactive_quantile_0.9,60,False,inf,inf,inf,,"[0, 5, 6, 2, 3, 6, 4, 1, 8, 1, 6, 15, 10, 3, 13, 11, 2, 6, 1, 1, 5, 3, 8, 2, 1, 1, 4, 9, 2, 13, 7, 0]",quantile_0.9,110.0
j30,9,2,proactive_quantile_0.9,60,False,inf,inf,inf,,"[0, 5, 4, 4, 3, 8, 8, 4, 7, 3, 5, 6, 5, 5, 7, 3, 1, 6, 6, 3, 7, 8, 6, 8, 2, 2, 8, 1, 3, 13, 5, 0]",quantile_0.9,103.0
j30,9,2,proactive_quantile_0.9,60,False,inf,inf,inf,,"[0, 10, 3, 2, 5, 2, 5, 5, 3, 2, 5, 9, 9, 2, 13, 9, 2, 9, 1, 1, 3, 7, 1, 7, 2, 1, 4, 1, 1, 6, 13, 0]",quantile_0.9,93.0
