method,instance_folder,count,sum,ratio,noise_factor
proactive_quantile_0.9,j20,210,103,0.49047619047619045,ALL
reactive,j20,210,3,0.014285714285714285,ALL
stnu,j20,220,120,0.5454545454545454,ALL
proactive_quantile_0.9,j20,210,103,0.49047619047619045,1
reactive,j20,210,3,0.014285714285714285,1
stnu,j20,220,120,0.5454545454545454,1
