method,instance,noise,avg_makespan,var_makespan,avg_online_time,var_online_time,avg_offline_time,var_offline_time
proactive_quantile_0.9,j20,1,34.83495145631068,44.57053112507138,0.0012702316913789499,5.90954978224931e-07,0.07800298755608713,0.00010227374172092475
reactive,j20,1,32.666666666666664,56.333333333333336,0.5359179973602295,0.04285703854287705,0.0772183736165364,0.00015348998598104457
stnu,j20,1,31.141666666666666,30.52598039215686,0.019265844424565585,3.50464295772722e-05,0.5289803087711334,0.002719969007947891
