method,instance,noise,avg_makespan,var_makespan,avg_online_time,var_online_time,avg_offline_time,var_offline_time
proactive_quantile_0.75,j10,1,24.516290726817044,49.63227163385851,0.0006027526425239263,8.820951233945111e-08,0.08233996142719618,0.0022966336322350427
proactive_quantile_0.75,j10,2,27.528150134048257,51.352028020409925,0.0005691888824544209,7.547875885950108e-08,0.07431678733621139,0.0016147412278385207
proactive_quantile_0.75,j20,1,30.97983870967742,85.42874167428496,0.0015302348521447472,5.012389026394398e-07,0.13024373496732403,0.002955255276359874
proactive_quantile_0.75,j20,2,39.037433155080215,113.31579552642174,0.0014838738874955089,5.295949189933555e-07,0.1307874108380812,0.0033067341887805246
reactive,j10,1,23.413127413127413,46.204633204633204,0.08539960375163543,0.001599989595176695,0.08513398336167498,0.0025121607954263973
reactive,j10,2,27.211822660098523,46.63312685948397,0.09381852831159315,0.0010004708597338118,0.07571775220297824,0.0017475077893075678
reactive,j20,1,30.151515151515152,107.48438228438228,0.25171076890194055,0.007503005922340057,0.12569572708823462,0.0028071097098443572
reactive,j20,2,39.964285714285715,120.65324675324676,0.3540771859032767,0.1551110544265476,0.13475495151111055,0.004385362714436829
stnu,j10,1,23.162352941176472,38.19291897891232,0.008280529695398615,8.470854837601345e-06,0.6821270045112161,0.011919945912758679
stnu,j10,2,25.488805970149254,38.797627033372464,0.008149945024234096,9.982398265913113e-06,0.6618732222870215,0.0037677445470309426
stnu,j20,1,35.25352112676056,118.11217837057681,0.030841237222644594,0.000136604944688692,0.8279455866612179,0.011659614558378533
stnu,j20,2,36.966981132075475,94.99890458732003,0.027236161366948494,7.334585766845234e-05,0.7894409737497006,0.007004009407371959
