method,instance,noise,avg_makespan,var_makespan,avg_online_time,var_online_time,avg_offline_time,var_offline_time
proactive_robust,j10,1,33.62407407407407,47.856562220847934,0.0006148726851851342,8.937501855250579e-08,0.06825128793716426,0.0006547608361454632
proactive_robust,j10,2,42.24090909090909,74.67531580037276,0.0005708353085950889,8.427927746667915e-08,0.06792342229322951,0.0006577628008712082
proactive_robust,j20,1,53.57297297297297,127.05292609682853,0.0014022582286112547,5.074953721792618e-07,0.31072944177163614,1.5777261209640052
proactive_robust,j20,2,69.58928571428571,220.5583077316948,0.0011991637093679763,3.741654811949302e-07,0.10433827127729138,0.0006574129834330253
reactive,j10,1,30.096296296296295,45.73096955954099,0.14961108631557885,0.002719026033089644,0.06825128793716426,0.0006547608361454632
reactive,j10,2,34.481818181818184,75.46663905570512,0.16691352020610462,0.002808031762451923,0.06792342229322951,0.0006577628008712082
reactive,j20,1,50.19189189189189,126.45359261700723,0.507118060782149,0.15088345425563987,0.31072944177163614,1.5777261209640052
reactive,j20,2,62.43928571428572,197.89594214029697,0.5701716635908399,0.10837748648204165,0.10433827127729138,0.0006574129834330253
stnu,j10,1,24.764814814814816,32.78132000274858,0.008905219148706458,9.953091416751923e-06,0.8996029884726913,0.01719606729759419
stnu,j10,2,27.086363636363636,38.71689790846966,0.008515608310699413,9.82281044339952e-06,0.895965389771895,0.013458473509969501
stnu,j20,1,41.18559556786703,88.24045860264697,0.03331586660770824,0.0001404521485635002,1.0990655699595189,0.0480912932467828
stnu,j20,2,47.746428571428574,111.55912698412696,0.029794022866657752,0.00010693885138345325,1.0593344688415527,0.030581193436186482
