instance,tasks,cp_time,stnu_time,dc_time,rte_time,ok
Kacem1,12,0.4843175411224365,0.010935306549072266,1.0345807075500488,3.7543656826019287,True
Kacem2,29,0.9311201572418213,0.018330812454223633,1.072420358657837,23.415667057037354,True
Kacem3,30,0.5137221813201904,0.016706228256225586,1.0500521659851074,24.851030826568604,True
Kacem4,56,18.050418853759766,0.02765369415283203,1.2333683967590332,106.57942819595337,True
